method,model,aggregation,version,train_time_s,train_acc,valid_acc,mrr,hits_1,hits_3,hits_10,conformal_cov_a0.01,conformal_size_a0.01,conformal_cov_a0.05,conformal_size_a0.05,conformal_cov_a0.1,conformal_size_a0.1
rf_concat,roberta,sum,fb237_v1_ind_seed7005,1.1,0.888945,0.647887,0.747196,0.62381,0.833333,0.938095,1.0,142.0,0.980952,12.6905,0.933333,5.8
rf_concat,roberta,sum,fb237_v1_ind_seed7006,1.1,0.892803,0.643902,0.729968,0.613208,0.820755,0.915094,1.0,142.0,0.985849,19.9717,0.924528,8.783
rf_concat,roberta,sum,fb237_v1_ind_seed7007,1.1,0.89426,0.629808,0.766323,0.642857,0.871429,0.942857,1.0,142.0,0.995238,26.7762,0.942857,8.5
rf_concat,roberta,sum,fb237_v1_ind_seed7008,1.1,0.892408,0.610577,0.775529,0.652174,0.879227,0.94686,0.995169,59.9517,0.971014,13.43,0.94686,7.0676
rf_concat,roberta,sum,fb237_v1_ind_seed7009,1.1,0.8965,0.593909,0.75995,0.647343,0.855072,0.908213,0.995169,57.9372,0.937198,8.9662,0.884058,4.8889
rf_concat,roberta,sum,fb237_v1_ind_seed7010,1.1,0.886489,0.636364,0.704106,0.588235,0.789216,0.887255,0.985294,58.9461,0.911765,10.0,0.877451,6.7402
rf_concat,roberta,sum,fb237_v2_ind_seed7001,2.4,0.837818,0.613883,0.763133,0.643923,0.857143,0.938166,0.993603,45.4606,0.942431,7.71,0.901919,3.5011
rf_concat,roberta,sum,fb237_v2_ind_seed7002,2.4,0.839807,0.599572,0.748065,0.627083,0.85,0.933333,0.989583,52.6646,0.941667,8.0625,0.889583,3.6479
rf_concat,roberta,sum,fb237_v2_ind_seed7003,2.3,0.835583,0.593148,0.737861,0.610063,0.842767,0.926625,1.0,172.0,0.949686,10.3816,0.909853,4.891
rf_concat,roberta,sum,fb237_v2_ind_seed7004,2.3,0.832853,0.620087,0.702797,0.568085,0.812766,0.908511,1.0,172.0,0.942553,10.9851,0.86383,4.1191
rf_concat,roberta,sum,fb237_v2_ind_seed7005,2.4,0.832166,0.627368,0.755244,0.62605,0.861345,0.928571,1.0,172.0,0.943277,8.7269,0.894958,3.3803
rf_concat,roberta,sum,fb237_v2_ind_seed7006,2.4,0.839711,0.619149,0.741844,0.61242,0.841542,0.931478,1.0,172.0,0.957173,11.5096,0.905782,4.0835
rf_concat,roberta,sum,fb237_v2_ind_seed7007,2.3,0.832126,0.627409,0.758546,0.641237,0.861856,0.940206,1.0,172.0,0.962887,12.4103,0.905155,3.9361
rf_concat,roberta,sum,fb237_v2_ind_seed7008,2.4,0.838235,0.619958,0.743702,0.602537,0.860465,0.938689,1.0,172.0,0.959831,10.9366,0.900634,4.0613
rf_concat,roberta,sum,fb237_v2_ind_seed7009,2.3,0.832733,0.586724,0.730097,0.596983,0.842672,0.924569,0.982759,63.2522,0.946121,11.7004,0.903017,4.6379
rf_concat,roberta,sum,fb237_v2_ind_seed7010,2.3,0.835096,0.632609,0.751862,0.618644,0.864407,0.940678,0.993644,43.4068,0.955508,8.4915,0.900424,3.3856
rf_concat,roberta,sum,fb237_v3_ind_seed7001,4.8,0.837524,0.698266,0.777439,0.679634,0.853547,0.932494,0.98627,40.0973,0.943936,8.4771,0.900458,3.6156
rf_concat,roberta,sum,fb237_v3_ind_seed7002,4.6,0.833401,0.700935,0.766646,0.659091,0.851136,0.9375,0.994318,35.1375,0.945455,6.5739,0.878409,3.0455
rf_concat,roberta,sum,fb237_v3_ind_seed7003,4.4,0.838832,0.711472,0.769507,0.660592,0.856492,0.93508,0.98861,44.7198,0.938497,7.0979,0.879271,2.9374
rf_concat,roberta,sum,fb237_v3_ind_seed7004,4.7,0.834622,0.694857,0.786963,0.689113,0.867565,0.93266,1.0,183.0,0.956229,11.4029,0.914703,4.2144
rf_concat,roberta,sum,fb237_v3_ind_seed7005,4.7,0.842803,0.664376,0.769554,0.672018,0.84289,0.927752,0.994266,75.7764,0.93922,7.1204,0.87844,3.1548
rf_concat,roberta,sum,fb237_v3_ind_seed7006,4.4,0.832792,0.686207,0.787362,0.683314,0.871737,0.945516,0.982974,34.6277,0.954597,8.4007,0.897843,3.2168
rf_concat,roberta,sum,fb237_v3_ind_seed7007,4.4,0.833941,0.670103,0.788355,0.689455,0.869061,0.949015,0.989571,28.5921,0.952491,7.4287,0.920046,3.9293
rf_concat,roberta,sum,fb237_v3_ind_seed7008,4.4,0.831845,0.692841,0.789018,0.695108,0.860068,0.943117,0.996587,45.8589,0.951081,7.7486,0.903299,3.4118
rf_concat,roberta,sum,fb237_v3_ind_seed7009,4.4,0.829166,0.693103,0.781563,0.68318,0.858295,0.93894,0.995392,58.6728,0.960829,10.6141,0.907834,3.9597
rf_concat,roberta,sum,fb237_v3_ind_seed7010,4.4,0.844718,0.690639,0.800618,0.699309,0.887097,0.948157,0.988479,40.8479,0.950461,7.1118,0.910138,3.1417
lr_subtract,qwen,sum,fb237_v1_ind_seed7001,1.8,0.837256,0.678756,0.7463,0.61215,0.869159,0.929907,0.981308,52.4393,0.957944,16.0607,0.925234,5.3271
lr_subtract,qwen,sum,fb237_v1_ind_seed7002,1.8,0.847398,0.611374,0.703804,0.593458,0.803738,0.869159,0.995327,124.5187,0.920561,15.5561,0.85514,5.7103
lr_subtract,qwen,sum,fb237_v1_ind_seed7003,1.9,0.837022,0.622549,0.736595,0.622642,0.839623,0.910377,0.981132,44.8868,0.95283,16.4953,0.910377,6.4481
lr_subtract,qwen,sum,fb237_v1_ind_seed7004,1.7,0.842424,0.616822,0.764478,0.661905,0.842857,0.928571,0.995238,120.8524,0.971429,28.0619,0.933333,7.9381
lr_subtract,qwen,sum,fb237_v1_ind_seed7005,1.7,0.850581,0.638498,0.748348,0.614286,0.871429,0.928571,0.995238,53.9238,0.961905,16.9381,0.92381,5.9238
lr_subtract,qwen,sum,fb237_v1_ind_seed7006,1.7,0.843483,0.639024,0.731423,0.636792,0.792453,0.896226,0.990566,119.1981,0.962264,20.8019,0.900943,6.5566
lr_subtract,qwen,sum,fb237_v1_ind_seed7007,1.8,0.844411,0.596154,0.780471,0.685714,0.852381,0.938095,1.0,125.8286,0.980952,28.0333,0.947619,8.8143
lr_subtract,qwen,sum,fb237_v1_ind_seed7008,1.9,0.838612,0.677885,0.749389,0.642512,0.830918,0.913043,0.985507,80.5362,0.942029,11.3092,0.922705,5.3913
lr_subtract,qwen,sum,fb237_v1_ind_seed7009,1.7,0.8485,0.604061,0.765984,0.666667,0.855072,0.908213,1.0,115.3285,0.951691,18.9903,0.888889,5.686
lr_subtract,qwen,sum,fb237_v1_ind_seed7010,1.8,0.83777,0.674641,0.70737,0.593137,0.789216,0.887255,0.97549,52.3039,0.921569,13.0049,0.852941,5.201
lr_subtract,qwen,sum,fb237_v2_ind_seed7001,6.7,0.780394,0.62039,0.762003,0.652452,0.848614,0.929638,0.991471,52.4435,0.96162,11.5842,0.908316,4.1663
lr_subtract,qwen,sum,fb237_v2_ind_seed7002,5.6,0.783836,0.5803,0.757205,0.65625,0.827083,0.920833,0.989583,71.3646,0.952083,14.8792,0.9,4.8417
lr_subtract,qwen,sum,fb237_v2_ind_seed7003,5.5,0.782787,0.610278,0.717935,0.582809,0.830189,0.91195,0.993711,112.4738,0.955975,15.6205,0.909853,5.9161
lr_subtract,qwen,sum,fb237_v2_ind_seed7004,5.3,0.7805,0.613537,0.712942,0.595745,0.791489,0.897872,0.980851,50.5809,0.904255,7.2957,0.870213,4.5277
lr_subtract,qwen,sum,fb237_v2_ind_seed7005,5.7,0.78411,0.623158,0.743301,0.619748,0.842437,0.926471,0.989496,50.6681,0.953782,13.0126,0.911765,5.5861
lr_subtract,qwen,sum,fb237_v2_ind_seed7006,4.7,0.777617,0.63617,0.717281,0.601713,0.811563,0.90364,0.991435,64.1113,0.948608,13.8137,0.892934,5.0535
lr_subtract,qwen,sum,fb237_v2_ind_seed7007,5.8,0.78599,0.616702,0.732356,0.608247,0.835052,0.901031,0.995876,91.5608,0.956701,12.4948,0.913402,6.4887
lr_subtract,qwen,sum,fb237_v2_ind_seed7008,5.4,0.782546,0.619958,0.732268,0.617336,0.826638,0.900634,0.997886,93.463,0.947146,12.3235,0.87315,4.3721
lr_subtract,qwen,sum,fb237_v2_ind_seed7009,4.9,0.77914,0.603854,0.727797,0.614224,0.810345,0.909483,0.997845,106.1142,0.952586,14.5797,0.877155,4.2694
lr_subtract,qwen,sum,fb237_v2_ind_seed7010,5.4,0.777163,0.641304,0.754707,0.646186,0.832627,0.92161,0.995763,82.0572,0.955508,9.5233,0.883475,3.6864
lr_subtract,qwen,sum,fb237_v3_ind_seed7001,8.6,0.777102,0.685549,0.758569,0.662471,0.83524,0.915332,0.995423,72.024,0.949657,10.8753,0.900458,4.9405
lr_subtract,qwen,sum,fb237_v3_ind_seed7002,7.5,0.782597,0.682243,0.752681,0.644318,0.844318,0.909091,0.981818,35.5966,0.927273,7.6091,0.865909,2.9705
lr_subtract,qwen,sum,fb237_v3_ind_seed7003,9.1,0.776501,0.688297,0.762324,0.660592,0.845103,0.917995,0.981777,24.6503,0.952164,9.754,0.889522,3.377
lr_subtract,qwen,sum,fb237_v3_ind_seed7004,8.6,0.773301,0.696,0.772318,0.671156,0.849607,0.928171,0.995511,55.6173,0.968575,11.7576,0.916947,4.2536
lr_subtract,qwen,sum,fb237_v3_ind_seed7005,7.6,0.778139,0.67583,0.762477,0.670872,0.825688,0.912844,0.993119,64.1273,0.965596,14.1514,0.899083,4.6709
lr_subtract,qwen,sum,fb237_v3_ind_seed7006,8.1,0.776063,0.67931,0.775676,0.673099,0.861521,0.92622,0.982974,32.7174,0.942111,7.7537,0.878547,2.9115
lr_subtract,qwen,sum,fb237_v3_ind_seed7007,7.1,0.776382,0.680412,0.77156,0.672074,0.848204,0.924681,1.0,65.5921,0.959444,10.321,0.910776,4.2202
lr_subtract,qwen,sum,fb237_v3_ind_seed7008,7.3,0.781791,0.667436,0.760741,0.665529,0.836177,0.906712,0.990899,53.9272,0.952218,12.256,0.897611,4.6689
lr_subtract,qwen,sum,fb237_v3_ind_seed7009,8.3,0.77551,0.681609,0.773269,0.677419,0.851382,0.918203,0.986175,58.9021,0.959677,10.6993,0.910138,4.5069
lr_subtract,qwen,sum,fb237_v3_ind_seed7010,8.3,0.775328,0.663242,0.780441,0.690092,0.847926,0.922811,0.989631,46.0783,0.955069,9.6371,0.900922,3.7512
lr_subtract,roberta,sum,fb237_v1_ind_seed7001,1.8,0.834251,0.683938,0.759249,0.635514,0.859813,0.939252,0.981308,56.4673,0.957944,13.3832,0.943925,5.8925
lr_subtract,roberta,sum,fb237_v1_ind_seed7002,1.8,0.841839,0.64455,0.68294,0.551402,0.799065,0.883178,0.995327,118.0234,0.943925,21.0981,0.85514,4.9112
lr_subtract,roberta,sum,fb237_v1_ind_seed7003,2.1,0.836016,0.642157,0.696208,0.570755,0.787736,0.900943,0.976415,61.6651,0.933962,12.3632,0.858491,4.5094
lr_subtract,roberta,sum,fb237_v1_ind_seed7004,1.6,0.843939,0.598131,0.740372,0.628571,0.842857,0.928571,0.995238,130.4143,0.957143,23.8095,0.919048,5.9286
lr_subtract,roberta,sum,fb237_v1_ind_seed7005,2.2,0.83998,0.624413,0.739293,0.614286,0.847619,0.914286,0.995238,65.1476,0.971429,18.3,0.914286,6.1667
lr_subtract,roberta,sum,fb237_v1_ind_seed7006,2.0,0.837443,0.629268,0.734596,0.622642,0.816038,0.891509,1.0,135.2642,0.948113,13.934,0.900943,6.7642
lr_subtract,roberta,sum,fb237_v1_ind_seed7007,2.0,0.835851,0.615385,0.776467,0.652381,0.904762,0.942857,0.995238,105.8762,0.971429,24.2857,0.952381,7.2429
lr_subtract,roberta,sum,fb237_v1_ind_seed7008,2.1,0.832579,0.649038,0.76434,0.652174,0.859903,0.927536,0.985507,106.9517,0.966184,18.9952,0.917874,5.3478
lr_subtract,roberta,sum,fb237_v1_ind_seed7009,1.9,0.845,0.573604,0.748326,0.63285,0.84058,0.917874,1.0,130.0242,0.956522,15.2657,0.888889,4.1208
lr_subtract,roberta,sum,fb237_v1_ind_seed7010,2.1,0.840784,0.660287,0.70799,0.593137,0.794118,0.901961,0.980392,64.7059,0.926471,13.8775,0.892157,6.2353
lr_subtract,roberta,sum,fb237_v2_ind_seed7001,4.6,0.768621,0.62256,0.761098,0.646055,0.855011,0.933902,0.995736,61.0085,0.953092,11.9616,0.910448,5.2836
lr_subtract,roberta,sum,fb237_v2_ind_seed7002,5.1,0.775392,0.573876,0.720862,0.604167,0.797917,0.920833,0.98125,47.7583,0.9375,11.7708,0.908333,5.4938
lr_subtract,roberta,sum,fb237_v2_ind_seed7003,5.2,0.770733,0.603854,0.723491,0.607966,0.815514,0.907757,0.993711,94.1551,0.964361,21.1572,0.895178,6.2851
lr_subtract,roberta,sum,fb237_v2_ind_seed7004,4.5,0.768972,0.600437,0.715085,0.6,0.802128,0.887234,0.991489,78.3617,0.919149,10.7234,0.870213,4.534
lr_subtract,roberta,sum,fb237_v2_ind_seed7005,4.8,0.767206,0.621053,0.732304,0.602941,0.836134,0.926471,0.989496,67.0399,0.951681,10.7878,0.915966,4.9664
lr_subtract,roberta,sum,fb237_v2_ind_seed7006,4.7,0.765584,0.63617,0.725502,0.605996,0.820128,0.910064,0.997859,65.8565,0.957173,12.6403,0.90364,5.182
lr_subtract,roberta,sum,fb237_v2_ind_seed7007,5.8,0.773671,0.625268,0.725229,0.612371,0.810309,0.903093,0.995876,87.1052,0.94433,14.0825,0.91134,7.6845
lr_subtract,roberta,sum,fb237_v2_ind_seed7008,5.0,0.77001,0.613588,0.732157,0.617336,0.818182,0.900634,0.997886,113.5264,0.976744,18.1586,0.911205,5.9746
lr_subtract,roberta,sum,fb237_v2_ind_seed7009,4.6,0.771449,0.605996,0.708038,0.577586,0.823276,0.905172,0.997845,89.1659,0.943966,10.8728,0.885776,4.6552
lr_subtract,roberta,sum,fb237_v2_ind_seed7010,4.3,0.763702,0.619565,0.750796,0.635593,0.841102,0.932203,0.995763,73.7373,0.963983,12.0742,0.913136,4.7013
lr_subtract,roberta,sum,fb237_v3_ind_seed7001,7.4,0.763855,0.667052,0.752725,0.645309,0.837529,0.925629,0.990847,57.0778,0.967963,13.4336,0.909611,4.7918
lr_subtract,roberta,sum,fb237_v3_ind_seed7002,7.1,0.765167,0.667056,0.753273,0.657955,0.822727,0.905682,0.988636,54.6455,0.947727,9.3932,0.879545,3.9977
lr_subtract,roberta,sum,fb237_v3_ind_seed7003,8.3,0.760817,0.690614,0.759727,0.664009,0.831435,0.919134,0.982916,31.6207,0.943052,8.6036,0.8918,3.7859
lr_subtract,roberta,sum,fb237_v3_ind_seed7004,8.3,0.763397,0.699429,0.75388,0.649832,0.839506,0.915825,0.995511,66.0168,0.967452,13.2548,0.905724,4.349
lr_subtract,roberta,sum,fb237_v3_ind_seed7005,8.6,0.765828,0.647194,0.744194,0.644495,0.816514,0.911697,0.987385,46.5459,0.956422,12.5642,0.895642,4.6181
lr_subtract,roberta,sum,fb237_v3_ind_seed7006,7.9,0.76117,0.650575,0.777519,0.68672,0.84563,0.918275,0.984109,32.4234,0.942111,8.5323,0.885358,3.6969
lr_subtract,roberta,sum,fb237_v3_ind_seed7007,9.5,0.761924,0.67354,0.773549,0.679027,0.841251,0.924681,0.996524,77.0614,0.954809,8.4403,0.89803,4.3465
lr_subtract,roberta,sum,fb237_v3_ind_seed7008,6.9,0.765287,0.661663,0.749359,0.65529,0.816837,0.897611,0.993174,73.2628,0.956769,13.0853,0.902162,5.0501
lr_subtract,roberta,sum,fb237_v3_ind_seed7009,7.3,0.765103,0.673563,0.759892,0.665899,0.831797,0.913594,0.990783,79.4793,0.955069,12.5334,0.915899,5.5783
lr_subtract,roberta,sum,fb237_v3_ind_seed7010,7.2,0.763831,0.663242,0.778675,0.685484,0.854839,0.925115,0.991935,44.2235,0.960829,12.7373,0.907834,4.5219
lr_concat,qwen,sum,fb237_v1_ind_seed7001,2.2,0.915373,0.720207,0.794697,0.658879,0.920561,0.976636,1.0,53.4439,0.962617,4.1402,0.929907,2.0093
lr_concat,qwen,sum,fb237_v1_ind_seed7002,2.0,0.917635,0.668246,0.770485,0.654206,0.869159,0.929907,0.981308,22.5794,0.901869,4.2336,0.859813,2.1215
lr_concat,qwen,sum,fb237_v1_ind_seed7003,2.0,0.918008,0.710784,0.808372,0.688679,0.919811,0.976415,1.0,80.816,0.95283,4.5755,0.910377,2.3679
lr_concat,qwen,sum,fb237_v1_ind_seed7004,2.3,0.916667,0.658879,0.812252,0.709524,0.885714,0.97619,1.0,68.9524,0.942857,4.1238,0.933333,2.8
lr_concat,qwen,sum,fb237_v1_ind_seed7005,2.2,0.922766,0.70892,0.798022,0.671429,0.904762,0.990476,1.0,93.6333,0.961905,4.4476,0.909524,2.219
lr_concat,qwen,sum,fb237_v1_ind_seed7006,2.1,0.914444,0.687805,0.815219,0.70283,0.910377,0.981132,0.990566,23.5,0.971698,6.6887,0.910377,2.434
lr_concat,qwen,sum,fb237_v1_ind_seed7007,2.3,0.91289,0.677885,0.849423,0.752381,0.938095,0.985714,1.0,23.2667,0.980952,6.5429,0.966667,2.9381
lr_concat,qwen,sum,fb237_v1_ind_seed7008,2.1,0.918049,0.663462,0.815029,0.700483,0.922705,0.961353,0.995169,48.6135,0.942029,3.1159,0.937198,2.3671
lr_concat,qwen,sum,fb237_v1_ind_seed7009,2.3,0.9185,0.664975,0.799246,0.68599,0.89372,0.966184,0.995169,24.3865,0.927536,3.5024,0.908213,2.4348
lr_concat,qwen,sum,fb237_v1_ind_seed7010,2.3,0.915118,0.712919,0.795248,0.676471,0.897059,0.97549,0.995098,23.6814,0.936275,4.4118,0.892157,2.2157
lr_concat,qwen,sum,fb237_v2_ind_seed7001,7.0,0.878664,0.672451,0.806351,0.684435,0.916844,0.978678,0.997868,23.5693,0.957356,3.3902,0.897655,1.7953
lr_concat,qwen,sum,fb237_v2_ind_seed7002,7.7,0.878649,0.66167,0.803595,0.683333,0.90625,0.970833,0.9875,20.7771,0.95625,3.5479,0.902083,1.85
lr_concat,qwen,sum,fb237_v2_ind_seed7003,7.1,0.871986,0.659529,0.795688,0.66457,0.914046,0.974843,0.993711,31.8931,0.964361,3.8889,0.895178,1.9769
lr_concat,qwen,sum,fb237_v2_ind_seed7004,7.4,0.877041,0.655022,0.768475,0.638298,0.882979,0.957447,0.991489,32.0234,0.929787,3.234,0.853191,1.7149
lr_concat,qwen,sum,fb237_v2_ind_seed7005,6.8,0.874185,0.707368,0.810097,0.689076,0.915966,0.978992,1.0,38.2122,0.934874,2.7794,0.890756,1.6975
lr_concat,qwen,sum,fb237_v2_ind_seed7006,7.2,0.87846,0.689362,0.788691,0.659529,0.901499,0.974304,0.993576,21.3704,0.959315,3.7559,0.869379,1.7024
lr_concat,qwen,sum,fb237_v2_ind_seed7007,7.0,0.876812,0.683084,0.805329,0.672165,0.923711,0.985567,1.0,21.3649,0.956701,2.8866,0.892784,1.7155
lr_concat,qwen,sum,fb237_v2_ind_seed7008,6.3,0.881871,0.656051,0.793824,0.659619,0.919662,0.972516,0.997886,37.1691,0.953488,3.8436,0.881607,1.7209
lr_concat,qwen,sum,fb237_v2_ind_seed7009,6.8,0.875751,0.674518,0.801489,0.674569,0.913793,0.976293,0.99569,24.6013,0.946121,3.2306,0.892241,1.8491
lr_concat,qwen,sum,fb237_v2_ind_seed7010,7.9,0.871875,0.684783,0.811794,0.688559,0.930085,0.978814,0.991525,15.4195,0.957627,3.0191,0.90678,1.6271
lr_concat,qwen,sum,fb237_v3_ind_seed7001,9.8,0.868883,0.73526,0.824693,0.723112,0.924485,0.982838,0.993135,12.1659,0.961098,3.1968,0.885584,1.6522
lr_concat,qwen,sum,fb237_v3_ind_seed7002,9.4,0.871504,0.734813,0.815477,0.704545,0.914773,0.978409,0.986364,6.917,0.930682,2.1852,0.8625,1.5227
lr_concat,qwen,sum,fb237_v3_ind_seed7003,9.5,0.870335,0.736964,0.822535,0.710706,0.92369,0.985194,0.984055,6.4875,0.946469,2.4544,0.890661,1.6412
lr_concat,qwen,sum,fb237_v3_ind_seed7004,10.1,0.871117,0.732571,0.836057,0.736251,0.924804,0.979798,0.997755,15.6611,0.964085,3.4411,0.906846,1.7104
lr_concat,qwen,sum,fb237_v3_ind_seed7005,10.0,0.870536,0.730813,0.818068,0.71789,0.905963,0.970183,0.993119,24.3567,0.928899,2.5814,0.883028,1.7018
lr_concat,qwen,sum,fb237_v3_ind_seed7006,10.2,0.871378,0.721839,0.827801,0.717367,0.934166,0.981839,0.986379,7.2985,0.945516,2.3644,0.881952,1.5346
lr_concat,qwen,sum,fb237_v3_ind_seed7007,9.9,0.869342,0.720504,0.832939,0.73117,0.92584,0.980301,0.994206,10.9374,0.952491,2.7138,0.904983,1.7138
lr_concat,qwen,sum,fb237_v3_ind_seed7008,10.3,0.871753,0.718245,0.834217,0.733788,0.928328,0.98066,0.993174,11.9033,0.968146,3.2969,0.9124,1.7179
lr_concat,qwen,sum,fb237_v3_ind_seed7009,10.6,0.871334,0.71954,0.824258,0.718894,0.925115,0.981567,0.995392,24.409,0.950461,2.7477,0.89977,1.6959
lr_concat,qwen,sum,fb237_v3_ind_seed7010,10.0,0.8738,0.69863,0.838012,0.731567,0.940092,0.983871,0.99424,15.3525,0.971198,2.9942,0.929724,1.7915
lr_concat,roberta,sum,fb237_v1_ind_seed7001,2.1,0.910866,0.699482,0.791948,0.640187,0.929907,0.981308,0.990654,18.4953,0.948598,2.8645,0.943925,2.1963
lr_concat,roberta,sum,fb237_v1_ind_seed7002,2.0,0.906013,0.706161,0.758579,0.630841,0.864486,0.953271,0.995327,65.5607,0.943925,4.7103,0.906542,2.5981
lr_concat,roberta,sum,fb237_v1_ind_seed7003,2.0,0.906942,0.656863,0.778673,0.650943,0.891509,0.966981,0.966981,12.0283,0.929245,3.5283,0.877358,2.0849
lr_concat,roberta,sum,fb237_v1_ind_seed7004,2.2,0.911111,0.61215,0.81364,0.709524,0.914286,0.971429,0.995238,42.6286,0.942857,4.2714,0.914286,2.3952
lr_concat,roberta,sum,fb237_v1_ind_seed7005,2.2,0.910651,0.676056,0.797494,0.671429,0.895238,0.985714,1.0,26.2095,0.97619,4.4762,0.9,2.3762
lr_concat,roberta,sum,fb237_v1_ind_seed7006,1.9,0.905888,0.658537,0.80568,0.683962,0.924528,0.957547,1.0,67.1604,0.95283,4.4009,0.886792,2.0
lr_concat,roberta,sum,fb237_v1_ind_seed7007,2.3,0.908862,0.677885,0.817472,0.685714,0.933333,0.990476,1.0,38.2381,0.971429,3.8095,0.942857,2.1714
lr_concat,roberta,sum,fb237_v1_ind_seed7008,2.5,0.907994,0.620192,0.812339,0.700483,0.922705,0.956522,0.980676,8.8986,0.966184,4.6329,0.927536,2.2367
lr_concat,roberta,sum,fb237_v1_ind_seed7009,1.9,0.913,0.619289,0.79688,0.671498,0.89372,0.990338,1.0,58.8019,0.956522,4.0628,0.888889,2.0676
lr_concat,roberta,sum,fb237_v1_ind_seed7010,2.5,0.905575,0.708134,0.786698,0.651961,0.901961,0.970588,1.0,41.7402,0.955882,4.1618,0.882353,2.0098
lr_concat,roberta,sum,fb237_v2_ind_seed7001,5.2,0.859923,0.661605,0.795863,0.663113,0.91258,0.976546,1.0,36.6716,0.942431,3.2473,0.889126,1.7591
lr_concat,roberta,sum,fb237_v2_ind_seed7002,5.1,0.864174,0.653105,0.773875,0.641667,0.9,0.952083,0.983333,16.1917,0.935417,4.0083,0.902083,2.2833
lr_concat,roberta,sum,fb237_v2_ind_seed7003,5.6,0.857763,0.646681,0.784202,0.656184,0.901468,0.976939,0.997904,41.9937,0.955975,4.5723,0.890985,2.0189
lr_concat,roberta,sum,fb237_v2_ind_seed7004,5.2,0.862392,0.652838,0.774561,0.648936,0.885106,0.948936,0.985106,24.4298,0.923404,3.5191,0.876596,2.0745
lr_concat,roberta,sum,fb237_v2_ind_seed7005,5.1,0.855832,0.698947,0.802137,0.676471,0.918067,0.981092,1.0,44.5756,0.960084,3.7962,0.913866,1.9391
lr_concat,roberta,sum,fb237_v2_ind_seed7006,5.6,0.862575,0.678723,0.787563,0.655246,0.907923,0.96788,1.0,28.4775,0.957173,4.2184,0.910064,2.1392
lr_concat,roberta,sum,fb237_v2_ind_seed7007,6.3,0.861836,0.665953,0.802495,0.692784,0.892784,0.969072,1.0,35.7052,0.927835,3.501,0.892784,1.9485
lr_concat,roberta,sum,fb237_v2_ind_seed7008,6.3,0.862102,0.630573,0.78649,0.663848,0.885835,0.966173,0.997886,35.5518,0.94926,4.3869,0.896406,2.0592
lr_concat,roberta,sum,fb237_v2_ind_seed7009,6.3,0.863735,0.631692,0.77365,0.640086,0.885776,0.969828,0.99569,31.7716,0.935345,3.2284,0.881466,2.0711
lr_concat,roberta,sum,fb237_v2_ind_seed7010,5.6,0.855769,0.697826,0.791265,0.658898,0.925847,0.970339,0.987288,18.8835,0.95339,3.0297,0.902542,1.8136
lr_concat,roberta,sum,fb237_v3_ind_seed7001,8.6,0.852528,0.716763,0.809913,0.695652,0.914188,0.981693,0.991991,11.3066,0.961098,3.2746,0.898169,1.7689
lr_concat,roberta,sum,fb237_v3_ind_seed7002,9.0,0.855695,0.726636,0.803208,0.693182,0.892045,0.978409,0.993182,9.8489,0.932955,2.7705,0.876136,1.8705
lr_concat,roberta,sum,fb237_v3_ind_seed7003,9.1,0.852893,0.724218,0.811496,0.703872,0.903189,0.971526,0.98861,10.9328,0.931663,2.5251,0.897494,1.7904
lr_concat,roberta,sum,fb237_v3_ind_seed7004,7.9,0.853616,0.726857,0.821578,0.718294,0.915825,0.969697,0.993266,17.9933,0.969697,5.0157,0.914703,2.0112
lr_concat,roberta,sum,fb237_v3_ind_seed7005,8.7,0.854302,0.713631,0.797633,0.693807,0.884174,0.961009,0.988532,14.7408,0.933486,3.2076,0.872706,1.8131
lr_concat,roberta,sum,fb237_v3_ind_seed7006,8.2,0.854861,0.712644,0.816579,0.710556,0.913734,0.977299,0.989784,11.7719,0.936436,2.5255,0.887628,1.6822
lr_concat,roberta,sum,fb237_v3_ind_seed7007,8.9,0.852182,0.706758,0.827439,0.727694,0.913094,0.979143,0.99073,12.3233,0.958285,3.1495,0.9073,1.8946
lr_concat,roberta,sum,fb237_v3_ind_seed7008,8.3,0.851326,0.720554,0.815677,0.712173,0.902162,0.974972,0.996587,22.3811,0.952218,3.215,0.905575,2.0307
lr_concat,roberta,sum,fb237_v3_ind_seed7009,8.3,0.85471,0.716092,0.816381,0.714286,0.906682,0.97235,0.995392,19.8917,0.964286,4.5012,0.900922,1.9251
lr_concat,roberta,sum,fb237_v3_ind_seed7010,8.1,0.852428,0.699772,0.829731,0.729263,0.920507,0.975806,0.993088,19.4896,0.963134,3.5092,0.910138,1.8306
lgbm_subtract,qwen,sum,fb237_v1_ind_seed7001,2.2,0.940911,0.580311,0.663926,0.514019,0.803738,0.864486,1.0,131.8224,0.939252,28.8738,0.901869,10.9299
lgbm_subtract,qwen,sum,fb237_v1_ind_seed7002,2.1,0.938353,0.50237,0.634483,0.509346,0.728972,0.827103,1.0,133.0047,0.948598,43.9159,0.864486,22.0794
lgbm_subtract,qwen,sum,fb237_v1_ind_seed7003,2.5,0.938632,0.568627,0.655687,0.528302,0.759434,0.872642,0.990566,111.8491,0.929245,31.3208,0.882075,14.816
lgbm_subtract,qwen,sum,fb237_v1_ind_seed7004,1.9,0.935354,0.518692,0.655681,0.542857,0.738095,0.847619,0.985714,121.0143,0.938095,52.6857,0.909524,26.1143
lgbm_subtract,qwen,sum,fb237_v1_ind_seed7005,2.8,0.941444,0.539906,0.63959,0.490476,0.757143,0.871429,0.985714,90.6286,0.957143,50.4429,0.9,19.0762
