method,model,aggregation,version,train_time_s,train_acc,valid_acc,mrr,hits_1,hits_3,hits_10,conformal_cov_a0.01,conformal_size_a0.01,conformal_cov_a0.05,conformal_size_a0.05,conformal_cov_a0.1,conformal_size_a0.1
feature_translation,roberta,sum,fb237_v1_ind_seed7005,2.5,0.652196,0.511737,0.627658,0.495238,0.728571,0.852381,0.971429,78.3381,0.942857,21.4095,0.9,10.7905
feature_translation,roberta,sum,fb237_v1_ind_seed7006,2.4,0.636638,0.595122,0.655982,0.537736,0.731132,0.858491,1.0,141.6226,0.957547,15.8255,0.896226,7.9481
feature_translation,roberta,sum,fb237_v1_ind_seed7007,2.6,0.62286,0.552885,0.667778,0.561905,0.747619,0.861905,1.0,101.5476,0.980952,37.6571,0.961905,16.9048
feature_translation,roberta,sum,fb237_v1_ind_seed7008,2.4,0.637506,0.471154,0.666404,0.550725,0.7343,0.898551,0.990338,93.2126,0.956522,18.1594,0.917874,8.7005
feature_translation,roberta,sum,fb237_v1_ind_seed7009,2.5,0.645,0.553299,0.638259,0.512077,0.719807,0.855072,1.0,141.3527,0.951691,20.8986,0.898551,9.2705
feature_translation,roberta,sum,fb237_v1_ind_seed7010,2.4,0.646409,0.550239,0.567427,0.460784,0.607843,0.769608,1.0,122.0882,0.936275,29.6225,0.828431,11.0049
feature_translation,roberta,sum,fb237_v2_ind_seed7001,6.4,0.56223,0.475054,0.631452,0.507463,0.712154,0.848614,1.0,114.8443,0.965885,25.7186,0.914712,10.9083
feature_translation,roberta,sum,fb237_v2_ind_seed7002,6.4,0.565501,0.481799,0.611649,0.510417,0.660417,0.808333,0.995833,103.0062,0.941667,24.3646,0.8875,10.5479
feature_translation,roberta,sum,fb237_v2_ind_seed7003,6.4,0.564609,0.453961,0.608998,0.494759,0.677149,0.815514,0.997904,124.2159,0.972746,52.5178,0.909853,14.5535
feature_translation,roberta,sum,fb237_v2_ind_seed7004,6.3,0.560519,0.478166,0.635285,0.52766,0.708511,0.812766,0.991489,99.7043,0.929787,21.6723,0.868085,8.5851
feature_translation,roberta,sum,fb237_v2_ind_seed7005,6.2,0.557836,0.501053,0.598795,0.478992,0.665966,0.819328,0.997899,119.9286,0.941176,19.3761,0.886555,11.2353
feature_translation,roberta,sum,fb237_v2_ind_seed7006,6.1,0.559326,0.495745,0.60863,0.490364,0.670236,0.815846,0.993576,115.1221,0.96788,24.394,0.897216,11.0278
feature_translation,roberta,sum,fb237_v2_ind_seed7007,6.0,0.559179,0.468951,0.598838,0.480412,0.665979,0.814433,1.0,136.2969,0.946392,23.5732,0.880412,9.8289
feature_translation,roberta,sum,fb237_v2_ind_seed7008,6.0,0.565815,0.462845,0.589917,0.469345,0.657505,0.824524,0.997886,120.9873,0.964059,28.0465,0.92389,12.7188
feature_translation,roberta,sum,fb237_v2_ind_seed7009,6.2,0.563807,0.494647,0.583568,0.456897,0.659483,0.814655,0.99569,120.3944,0.950431,29.3836,0.918103,13.3103
feature_translation,roberta,sum,fb237_v2_ind_seed7010,6.0,0.560337,0.497826,0.598606,0.472458,0.677966,0.815678,0.993644,103.7585,0.957627,25.0975,0.896186,11.3411
feature_translation,roberta,sum,fb237_v3_ind_seed7001,12.0,0.56326,0.521387,0.599683,0.488558,0.655606,0.815789,0.993135,97.262,0.951945,26.7059,0.91762,13.2849
feature_translation,roberta,sum,fb237_v3_ind_seed7002,12.1,0.564383,0.51986,0.601081,0.5,0.647727,0.794318,0.995455,114.4295,0.967045,36.3966,0.906818,13.8534
feature_translation,roberta,sum,fb237_v3_ind_seed7003,11.8,0.559221,0.515643,0.609307,0.504556,0.668565,0.799544,0.985194,93.5456,0.961276,36.5774,0.904328,12.4647
feature_translation,roberta,sum,fb237_v3_ind_seed7004,12.3,0.553928,0.552,0.641001,0.545455,0.689113,0.837262,0.993266,91.44,0.948373,21.6543,0.902357,10.8328
feature_translation,roberta,sum,fb237_v3_ind_seed7005,12.2,0.565476,0.497136,0.600355,0.495413,0.659404,0.795872,0.995413,109.117,0.942661,27.3933,0.881881,13.0642
feature_translation,roberta,sum,fb237_v3_ind_seed7006,11.6,0.561468,0.504598,0.612077,0.514188,0.653802,0.804767,0.988649,108.3383,0.946652,28.0057,0.898978,12.7208
feature_translation,roberta,sum,fb237_v3_ind_seed7007,11.8,0.561951,0.484536,0.630902,0.529548,0.680185,0.837775,0.987254,82.336,0.95365,30.3013,0.918888,14.7497
feature_translation,roberta,sum,fb237_v3_ind_seed7008,11.7,0.561012,0.495381,0.620842,0.525597,0.666667,0.806598,0.989761,107.9556,0.944255,31.2651,0.881684,12.3982
feature_translation,roberta,sum,fb237_v3_ind_seed7009,11.6,0.558319,0.506897,0.606756,0.501152,0.663594,0.799539,0.996544,109.3583,0.948157,26.8479,0.897465,13.1394
feature_translation,roberta,sum,fb237_v3_ind_seed7010,11.6,0.562424,0.530822,0.603906,0.498848,0.664747,0.790323,1.0,107.25,0.948157,27.5495,0.891705,12.4389
DistMult,qwen,sum,fb237_v1_ind_seed7001,13.3,0.877817,0.595855,0.700405,0.514019,0.883178,0.948598,1.0,142.0,0.96729,24.3832,0.901869,4.4579
DistMult,qwen,sum,fb237_v1_ind_seed7002,10.5,0.808994,0.559242,0.647381,0.504673,0.752336,0.859813,0.948598,41.5047,0.915888,19.1495,0.831776,4.9626
DistMult,qwen,sum,fb237_v1_ind_seed7003,11.4,0.875755,0.553922,0.679449,0.509434,0.806604,0.938679,0.966981,52.9009,0.919811,13.2547,0.853774,4.5849
DistMult,qwen,sum,fb237_v1_ind_seed7004,10.8,0.872222,0.542056,0.696749,0.552381,0.828571,0.895238,1.0,142.0,0.938095,20.6905,0.890476,10.1619
DistMult,qwen,sum,fb237_v1_ind_seed7005,11.0,0.87683,0.558685,0.680735,0.5,0.852381,0.92381,0.990476,82.5286,0.928571,14.181,0.904762,7.4571
DistMult,qwen,sum,fb237_v1_ind_seed7006,10.9,0.871666,0.595122,0.702297,0.523585,0.863208,0.933962,1.0,142.0,0.948113,18.3491,0.882075,6.1321
DistMult,qwen,sum,fb237_v1_ind_seed7007,10.4,0.86858,0.557692,0.740719,0.580952,0.885714,0.938095,1.0,142.0,0.97619,42.0952,0.947619,8.9524
DistMult,qwen,sum,fb237_v1_ind_seed7008,10.8,0.868778,0.538462,0.729192,0.570048,0.859903,0.932367,0.995169,62.5024,0.966184,18.6667,0.922705,4.1643
DistMult,qwen,sum,fb237_v1_ind_seed7009,10.4,0.8725,0.558376,0.737154,0.57971,0.874396,0.94686,1.0,142.0,0.94686,22.5266,0.937198,8.3092
DistMult,qwen,sum,fb237_v1_ind_seed7010,11.0,0.873933,0.555024,0.734343,0.593137,0.852941,0.926471,1.0,142.0,0.97549,27.2843,0.872549,5.0196
DistMult,qwen,sum,fb237_v2_ind_seed7001,22.7,0.737146,0.537961,0.708537,0.5629,0.835821,0.933902,0.993603,90.4542,0.957356,18.9424,0.880597,3.4904
DistMult,qwen,sum,fb237_v2_ind_seed7002,23.1,0.828468,0.541756,0.701822,0.510417,0.895833,0.966667,0.995833,77.0917,0.964583,7.0312,0.929167,3.4583
DistMult,qwen,sum,fb237_v2_ind_seed7003,23.7,0.826663,0.528908,0.698476,0.522013,0.874214,0.949686,0.991614,82.6562,0.922432,5.4193,0.897275,3.2327
DistMult,qwen,sum,fb237_v2_ind_seed7004,24.2,0.760807,0.556769,0.678382,0.502128,0.840426,0.925532,0.991489,89.8723,0.953191,15.6851,0.893617,4.334
DistMult,qwen,sum,fb237_v2_ind_seed7005,23.6,0.825404,0.56,0.699193,0.518908,0.869748,0.960084,0.993697,54.5693,0.962185,9.8004,0.92437,4.0651
DistMult,qwen,sum,fb237_v2_ind_seed7006,23.8,0.816366,0.580851,0.68298,0.513919,0.856531,0.933619,0.989293,57.8201,0.948608,11.3062,0.877944,3.0428
DistMult,qwen,sum,fb237_v2_ind_seed7007,24.0,0.810145,0.56531,0.719691,0.552577,0.892784,0.956701,0.997938,52.3794,0.969072,9.1443,0.919588,3.0103
DistMult,qwen,sum,fb237_v2_ind_seed7008,24.5,0.820154,0.539278,0.688049,0.5074,0.862579,0.942918,0.980973,47.5201,0.94926,7.8816,0.896406,3.1501
DistMult,qwen,sum,fb237_v2_ind_seed7009,23.6,0.821677,0.543897,0.714412,0.549569,0.868534,0.950431,0.989224,73.2716,0.950431,7.0647,0.898707,3.2414
DistMult,qwen,sum,fb237_v2_ind_seed7010,23.5,0.832452,0.569565,0.713154,0.53178,0.887712,0.955508,0.989407,61.5424,0.949153,6.5593,0.915254,2.8877
DistMult,qwen,sum,fb237_v3_ind_seed7001,41.4,0.85834,0.620809,0.749801,0.606407,0.874142,0.964531,0.990847,39.2986,0.938215,4.6064,0.887872,2.4851
DistMult,qwen,sum,fb237_v3_ind_seed7002,42.5,0.858262,0.642523,0.750113,0.603409,0.881818,0.954545,0.9875,31.9114,0.930682,3.833,0.860227,2.0602
DistMult,qwen,sum,fb237_v3_ind_seed7003,43.2,0.853434,0.628042,0.749088,0.602506,0.876993,0.970387,0.993166,57.0615,0.949886,4.344,0.890661,2.3542
DistMult,qwen,sum,fb237_v3_ind_seed7004,42.3,0.856058,0.627429,0.758929,0.611672,0.900112,0.961841,0.989899,30.4658,0.945006,4.9495,0.895623,2.4613
DistMult,qwen,sum,fb237_v3_ind_seed7005,44.3,0.861066,0.617411,0.74254,0.590596,0.875,0.957569,0.990826,49.1307,0.931193,4.8337,0.886468,2.4427
DistMult,qwen,sum,fb237_v3_ind_seed7006,42.1,0.858516,0.616092,0.756362,0.607264,0.884222,0.970488,0.989784,25.8252,0.929625,3.4495,0.884222,2.3507
DistMult,qwen,sum,fb237_v3_ind_seed7007,43.3,0.848129,0.608247,0.755748,0.617613,0.878331,0.960603,0.997683,41.9594,0.960603,6.0869,0.895713,2.4623
DistMult,qwen,sum,fb237_v3_ind_seed7008,50.7,0.850379,0.622402,0.757776,0.606371,0.898749,0.972696,0.993174,58.0944,0.964733,5.6314,0.914676,2.76
DistMult,qwen,sum,fb237_v3_ind_seed7009,43.1,0.854575,0.617241,0.764925,0.616359,0.89977,0.965438,0.998848,67.9712,0.949309,4.6728,0.90553,2.4286
DistMult,qwen,sum,fb237_v3_ind_seed7010,41.8,0.851211,0.614155,0.769629,0.619816,0.912442,0.968894,0.99424,38.7546,0.964286,5.5588,0.921659,2.5403
DistMult,roberta,sum,fb237_v1_ind_seed7001,10.2,0.877316,0.564767,0.645663,0.429907,0.836449,0.953271,0.995327,82.8037,0.971963,26.4766,0.901869,5.2196
DistMult,roberta,sum,fb237_v1_ind_seed7002,11.3,0.875695,0.516588,0.660881,0.495327,0.808411,0.911215,0.981308,74.3411,0.897196,16.0093,0.864486,6.3364
DistMult,roberta,sum,fb237_v1_ind_seed7003,10.7,0.857646,0.578431,0.645178,0.471698,0.806604,0.896226,1.0,142.0,0.924528,28.4387,0.863208,10.6179
DistMult,roberta,sum,fb237_v1_ind_seed7004,11.5,0.872727,0.495327,0.71607,0.571429,0.838095,0.92381,1.0,142.0,0.947619,37.3571,0.904762,11.219
DistMult,roberta,sum,fb237_v1_ind_seed7005,11.4,0.877839,0.553991,0.684553,0.504762,0.852381,0.92381,1.0,142.0,0.952381,18.9286,0.919048,9.319
DistMult,roberta,sum,fb237_v1_ind_seed7006,10.8,0.871163,0.570732,0.681235,0.509434,0.820755,0.929245,1.0,142.0,0.966981,26.8443,0.891509,6.2783
DistMult,roberta,sum,fb237_v1_ind_seed7007,10.6,0.820242,0.572115,0.73626,0.585714,0.866667,0.938095,0.990476,117.4143,0.966667,49.4048,0.928571,7.5476
DistMult,roberta,sum,fb237_v1_ind_seed7008,10.9,0.825038,0.504808,0.729732,0.584541,0.869565,0.922705,0.995169,117.2947,0.951691,20.2029,0.917874,11.5797
DistMult,roberta,sum,fb237_v1_ind_seed7009,11.0,0.8745,0.553299,0.716123,0.560386,0.84058,0.942029,1.0,85.7826,0.927536,12.8937,0.898551,6.3285
DistMult,roberta,sum,fb237_v1_ind_seed7010,10.6,0.874435,0.550239,0.686683,0.519608,0.828431,0.906863,1.0,142.0,0.965686,26.9608,0.882353,7.7794
DistMult,roberta,sum,fb237_v2_ind_seed7001,23.9,0.817155,0.518438,0.675725,0.49467,0.848614,0.942431,0.991471,70.7313,0.953092,15.113,0.895522,4.0448
DistMult,roberta,sum,fb237_v2_ind_seed7002,24.1,0.830881,0.518201,0.68468,0.510417,0.847917,0.929167,0.989583,80.4958,0.927083,10.05,0.889583,4.5396
DistMult,roberta,sum,fb237_v2_ind_seed7003,25.1,0.830762,0.520343,0.699592,0.528302,0.855346,0.947589,0.985325,57.2285,0.951782,8.4948,0.890985,3.6688
DistMult,roberta,sum,fb237_v2_ind_seed7004,23.3,0.831652,0.532751,0.655431,0.468085,0.838298,0.910638,0.985106,53.1553,0.955319,17.4064,0.889362,5.4043
DistMult,roberta,sum,fb237_v2_ind_seed7005,24.0,0.832166,0.528421,0.694151,0.512605,0.863445,0.951681,0.993697,90.8782,0.966387,14.8613,0.920168,4.4559
DistMult,roberta,sum,fb237_v2_ind_seed7006,24.5,0.830566,0.546809,0.686844,0.513919,0.850107,0.93576,0.997859,74.0128,0.946467,9.7216,0.901499,3.94
DistMult,roberta,sum,fb237_v2_ind_seed7007,24.0,0.831884,0.537473,0.704859,0.529897,0.884536,0.952577,0.993814,72.8289,0.964948,9.7794,0.925773,4.7402
DistMult,roberta,sum,fb237_v2_ind_seed7008,24.4,0.836548,0.532909,0.670244,0.48203,0.841438,0.932347,0.991543,84.4017,0.947146,11.0486,0.896406,4.0973
DistMult,roberta,sum,fb237_v2_ind_seed7009,24.0,0.831771,0.522484,0.686114,0.512931,0.853448,0.946121,0.987069,69.306,0.93319,8.4698,0.894397,3.7996
DistMult,roberta,sum,fb237_v2_ind_seed7010,23.4,0.818029,0.56087,0.698696,0.521186,0.868644,0.940678,0.995763,105.9513,0.942797,9.5169,0.900424,3.4958
DistMult,roberta,sum,fb237_v3_ind_seed7001,41.2,0.8382,0.609249,0.72671,0.578947,0.853547,0.950801,0.989703,42.0332,0.950801,7.0984,0.891304,3.0675
DistMult,roberta,sum,fb237_v3_ind_seed7002,50.3,0.842724,0.619159,0.732808,0.586364,0.8625,0.95,0.986364,38.1966,0.934091,6.3625,0.897727,3.1466
DistMult,roberta,sum,fb237_v3_ind_seed7003,42.6,0.851406,0.623407,0.741116,0.591116,0.878132,0.960137,0.987472,33.8895,0.93508,4.262,0.872437,2.4077
DistMult,roberta,sum,fb237_v3_ind_seed7004,43.5,0.821055,0.632,0.739675,0.604938,0.855219,0.94725,0.994388,61.0651,0.95174,7.3996,0.892256,3.1145
DistMult,roberta,sum,fb237_v3_ind_seed7005,43.7,0.855925,0.613975,0.717807,0.571101,0.852064,0.946101,0.985092,46.1961,0.940367,6.4644,0.883028,3.1823
DistMult,roberta,sum,fb237_v3_ind_seed7006,41.6,0.84782,0.606897,0.747548,0.611805,0.854711,0.967083,0.988649,43.7389,0.942111,5.3258,0.894438,2.9546
DistMult,roberta,sum,fb237_v3_ind_seed7007,42.3,0.853398,0.608247,0.74904,0.607184,0.876014,0.965238,0.993048,32.6964,0.945539,5.898,0.906141,2.7161
DistMult,roberta,sum,fb237_v3_ind_seed7008,40.9,0.845238,0.622402,0.738403,0.588168,0.866894,0.955631,0.995449,65.6871,0.94653,6.2264,0.889647,2.9431
DistMult,roberta,sum,fb237_v3_ind_seed7009,40.4,0.854034,0.610345,0.751,0.607143,0.882488,0.956221,0.996544,75.7293,0.965438,9.5772,0.89977,3.0403
DistMult,roberta,sum,fb237_v3_ind_seed7010,42.6,0.859597,0.627854,0.753074,0.60023,0.894009,0.963134,0.996544,66.2742,0.965438,7.4482,0.922811,3.2569
ComplEx,qwen,sum,fb237_v1_ind_seed7001,10.7,0.875814,0.580311,0.704057,0.514019,0.883178,0.953271,1.0,142.0,0.953271,15.4766,0.920561,6.6215
ComplEx,qwen,sum,fb237_v1_ind_seed7002,11.1,0.840829,0.540284,0.634773,0.46729,0.78972,0.869159,0.957944,63.6028,0.920561,18.4112,0.878505,7.1168
ComplEx,qwen,sum,fb237_v1_ind_seed7003,11.1,0.874245,0.563725,0.680241,0.514151,0.816038,0.919811,0.985849,78.5566,0.896226,12.4858,0.811321,3.6368
ComplEx,qwen,sum,fb237_v1_ind_seed7004,10.7,0.871717,0.546729,0.716155,0.580952,0.828571,0.919048,0.985714,77.5095,0.933333,19.5238,0.890476,8.3143
ComplEx,qwen,sum,fb237_v1_ind_seed7005,11.2,0.878344,0.56338,0.674328,0.480952,0.842857,0.928571,1.0,142.0,0.938095,15.7476,0.895238,8.3429
ComplEx,qwen,sum,fb237_v1_ind_seed7006,10.8,0.872672,0.57561,0.727224,0.566038,0.872642,0.938679,1.0,142.0,0.966981,19.9009,0.910377,8.8396
ComplEx,qwen,sum,fb237_v1_ind_seed7007,10.9,0.870594,0.5625,0.754629,0.6,0.9,0.957143,1.0,142.0,0.97619,24.2714,0.957143,10.3524
ComplEx,qwen,sum,fb237_v1_ind_seed7008,10.7,0.872298,0.548077,0.734835,0.57971,0.879227,0.942029,1.0,142.0,0.975845,17.9807,0.927536,7.0966
ComplEx,qwen,sum,fb237_v1_ind_seed7009,11.3,0.874,0.553299,0.72639,0.570048,0.879227,0.937198,1.0,142.0,0.966184,27.8744,0.932367,7.9855
ComplEx,qwen,sum,fb237_v1_ind_seed7010,11.3,0.874937,0.574163,0.718141,0.563725,0.848039,0.916667,1.0,142.0,0.97549,17.8824,0.887255,5.299
ComplEx,qwen,sum,fb237_v2_ind_seed7001,24.4,0.801057,0.535792,0.696436,0.518124,0.867804,0.957356,0.997868,114.9787,0.965885,16.6354,0.906183,3.5203
ComplEx,qwen,sum,fb237_v2_ind_seed7002,24.2,0.824125,0.546039,0.713826,0.541667,0.875,0.96875,0.995833,58.0104,0.95625,6.0938,0.920833,3.5417
ComplEx,qwen,sum,fb237_v2_ind_seed7003,25.4,0.796046,0.546039,0.690602,0.515723,0.844864,0.939203,0.993711,82.3669,0.924528,7.0818,0.890985,3.522
ComplEx,qwen,sum,fb237_v2_ind_seed7004,25.9,0.790346,0.534934,0.671149,0.497872,0.829787,0.923404,0.980851,68.1638,0.934043,12.2979,0.902128,4.3574
ComplEx,qwen,sum,fb237_v2_ind_seed7005,24.6,0.828061,0.562105,0.711062,0.537815,0.869748,0.960084,0.995798,52.1534,0.953782,8.9622,0.905462,3.5378
ComplEx,qwen,sum,fb237_v2_ind_seed7006,25.2,0.825271,0.570213,0.6875,0.513919,0.856531,0.940043,0.991435,63.9186,0.950749,8.863,0.867238,3.0257
ComplEx,qwen,sum,fb237_v2_ind_seed7007,25.7,0.827053,0.556745,0.725589,0.550515,0.905155,0.964948,0.993814,42.6495,0.958763,7.2289,0.923711,3.1464
ComplEx,qwen,sum,fb237_v2_ind_seed7008,26.0,0.831244,0.535032,0.693555,0.515856,0.866808,0.938689,0.987315,71.0825,0.955603,9.2537,0.911205,3.4186
ComplEx,qwen,sum,fb237_v2_ind_seed7009,25.1,0.828407,0.554604,0.704491,0.528017,0.87069,0.950431,0.987069,79.5259,0.94181,6.7047,0.900862,3.4612
ComplEx,qwen,sum,fb237_v2_ind_seed7010,24.6,0.821394,0.573913,0.710407,0.536017,0.885593,0.959746,0.997881,88.322,0.966102,10.7097,0.894068,2.75
ComplEx,qwen,sum,fb237_v3_ind_seed7001,44.8,0.855501,0.625434,0.746694,0.599542,0.870709,0.967963,0.994279,45.0675,0.941648,4.0538,0.887872,2.3764
ComplEx,qwen,sum,fb237_v3_ind_seed7002,45.2,0.85502,0.641355,0.747891,0.598864,0.885227,0.957955,0.984091,23.6386,0.920455,3.5705,0.863636,2.2045
ComplEx,qwen,sum,fb237_v3_ind_seed7003,44.5,0.837074,0.63847,0.742862,0.591116,0.874715,0.965831,0.993166,41.9966,0.936219,3.7016,0.894077,2.3724
ComplEx,qwen,sum,fb237_v3_ind_seed7004,45.1,0.857957,0.633143,0.763303,0.624018,0.894501,0.961841,0.992144,32.6813,0.948373,5.4736,0.896745,2.4747
ComplEx,qwen,sum,fb237_v3_ind_seed7005,45.9,0.858902,0.616266,0.734006,0.584862,0.861239,0.957569,0.993119,42.4667,0.927752,4.0975,0.884174,2.492
ComplEx,qwen,sum,fb237_v3_ind_seed7006,44.5,0.860412,0.606897,0.759643,0.61748,0.881952,0.965948,0.987514,27.0692,0.937571,3.9659,0.889898,2.3133
ComplEx,qwen,sum,fb237_v3_ind_seed7007,44.9,0.858262,0.617411,0.755697,0.612978,0.874855,0.969873,0.995365,30.591,0.950174,5.3071,0.889919,2.4403
ComplEx,qwen,sum,fb237_v3_ind_seed7008,44.3,0.836174,0.623557,0.759552,0.615472,0.887372,0.964733,0.992036,62.7406,0.959044,6.7452,0.919226,2.7065
ComplEx,qwen,sum,fb237_v3_ind_seed7009,45.6,0.834437,0.61954,0.762963,0.623272,0.885945,0.963134,0.996544,48.9885,0.957373,6.212,0.910138,2.644
ComplEx,qwen,sum,fb237_v3_ind_seed7010,44.8,0.85838,0.610731,0.76738,0.614055,0.91129,0.97235,0.995392,33.0288,0.963134,5.0876,0.930876,2.4908
ComplEx,roberta,sum,fb237_v1_ind_seed7001,10.7,0.791688,0.585492,0.650185,0.46729,0.799065,0.901869,0.995327,123.2523,0.96729,38.1589,0.911215,12.1028
ComplEx,roberta,sum,fb237_v1_ind_seed7002,11.5,0.852956,0.530806,0.634456,0.476636,0.747664,0.878505,0.971963,78.257,0.925234,29.5234,0.850467,10.0327
ComplEx,roberta,sum,fb237_v1_ind_seed7003,10.7,0.872736,0.578431,0.658304,0.495283,0.79717,0.919811,1.0,142.0,0.929245,19.9104,0.872642,9.3491
ComplEx,roberta,sum,fb237_v1_ind_seed7004,11.8,0.872222,0.490654,0.716737,0.566667,0.842857,0.92381,1.0,142.0,0.942857,36.0952,0.885714,6.5476
ComplEx,roberta,sum,fb237_v1_ind_seed7005,11.6,0.87683,0.568075,0.690242,0.514286,0.847619,0.92381,1.0,142.0,0.947619,14.2619,0.9,7.4857
ComplEx,roberta,sum,fb237_v1_ind_seed7006,10.9,0.871163,0.536585,0.682761,0.504717,0.834906,0.948113,1.0,142.0,0.990566,48.0849,0.919811,6.1557
ComplEx,roberta,sum,fb237_v1_ind_seed7007,11.0,0.839376,0.605769,0.727433,0.57619,0.87619,0.933333,1.0,142.0,0.961905,34.5429,0.933333,9.1143
ComplEx,roberta,sum,fb237_v1_ind_seed7008,10.9,0.874811,0.495192,0.726915,0.560386,0.884058,0.94686,1.0,142.0,0.975845,38.8792,0.888889,5.2126
ComplEx,roberta,sum,fb237_v1_ind_seed7009,11.0,0.8745,0.548223,0.702772,0.541063,0.84058,0.927536,1.0,142.0,0.961353,28.7246,0.913043,8.942
ComplEx,roberta,sum,fb237_v1_ind_seed7010,11.1,0.87343,0.578947,0.700934,0.544118,0.833333,0.936275,1.0,142.0,0.965686,28.098,0.911765,11.4804
ComplEx,roberta,sum,fb237_v2_ind_seed7001,26.1,0.832773,0.509761,0.701313,0.530917,0.857143,0.946695,0.995736,62.1684,0.970149,15.9616,0.914712,4.8593
ComplEx,roberta,sum,fb237_v2_ind_seed7002,25.3,0.806755,0.524625,0.688303,0.522917,0.841667,0.91875,0.98125,64.35,0.935417,11.8271,0.88125,4.3333
ComplEx,roberta,sum,fb237_v2_ind_seed7003,24.6,0.831485,0.524625,0.692758,0.519916,0.851153,0.958071,0.987421,76.1006,0.953878,10.0419,0.903564,4.348
ComplEx,roberta,sum,fb237_v2_ind_seed7004,25.0,0.798271,0.532751,0.652377,0.476596,0.823404,0.9,0.982979,60.7596,0.953191,20.6532,0.885106,5.7511
ComplEx,roberta,sum,fb237_v2_ind_seed7005,25.4,0.785559,0.543158,0.69143,0.52521,0.844538,0.936975,0.995798,89.5042,0.968487,24.9454,0.930672,6.5063
ComplEx,roberta,sum,fb237_v2_ind_seed7006,26.2,0.830325,0.544681,0.68428,0.505353,0.85439,0.937901,0.997859,77.985,0.955032,10.666,0.899358,3.9957
ComplEx,roberta,sum,fb237_v2_ind_seed7007,24.6,0.833092,0.528908,0.716353,0.540206,0.894845,0.960825,0.997938,76.6247,0.969072,10.8948,0.931959,4.8804
ComplEx,roberta,sum,fb237_v2_ind_seed7008,24.5,0.830039,0.541401,0.687809,0.5074,0.854123,0.936575,0.993658,81.5708,0.947146,10.6469,0.887949,3.7844
ComplEx,roberta,sum,fb237_v2_ind_seed7009,24.3,0.831291,0.522484,0.681125,0.508621,0.844828,0.946121,0.99569,74.0991,0.950431,11.0797,0.883621,3.625
ComplEx,roberta,sum,fb237_v2_ind_seed7010,25.3,0.807452,0.569565,0.70379,0.544492,0.855932,0.927966,0.993644,89.678,0.949153,13.697,0.879237,3.2712
ComplEx,roberta,sum,fb237_v3_ind_seed7001,44.0,0.821438,0.60578,0.733429,0.591533,0.846682,0.962243,0.989703,44.4176,0.950801,6.9039,0.907323,3.2815
ComplEx,roberta,sum,fb237_v3_ind_seed7002,45.2,0.824889,0.633178,0.728075,0.586364,0.840909,0.948864,0.978409,26.683,0.931818,6.6102,0.882955,3.0761
ComplEx,roberta,sum,fb237_v3_ind_seed7003,45.7,0.856003,0.617613,0.745323,0.601367,0.871298,0.954442,0.986333,32.459,0.931663,4.426,0.88041,2.5968
ComplEx,roberta,sum,fb237_v3_ind_seed7004,45.9,0.820377,0.627429,0.741415,0.604938,0.854097,0.948373,0.995511,73.44,0.953984,10.0325,0.900112,3.3737
ComplEx,roberta,sum,fb237_v3_ind_seed7005,46.3,0.855114,0.621993,0.720736,0.569954,0.856651,0.942661,0.983945,49.3486,0.933486,5.6628,0.877294,2.8475
ComplEx,roberta,sum,fb237_v3_ind_seed7006,43.3,0.859464,0.598851,0.754233,0.618615,0.864926,0.959137,0.990919,50.4154,0.940976,5.5244,0.903519,2.8854
ComplEx,roberta,sum,fb237_v3_ind_seed7007,45.3,0.85556,0.604811,0.741937,0.592121,0.873696,0.967555,0.989571,39.489,0.955968,7.686,0.917729,2.9235
ComplEx,roberta,sum,fb237_v3_ind_seed7008,42.9,0.839421,0.632794,0.747569,0.610922,0.863481,0.944255,0.994312,81.5404,0.947668,6.6234,0.883959,2.9147
ComplEx,roberta,sum,fb237_v3_ind_seed7009,42.9,0.828761,0.611494,0.747424,0.610599,0.862903,0.958525,0.99424,72.8053,0.967742,10.2131,0.903226,3.3618
ComplEx,roberta,sum,fb237_v3_ind_seed7010,45.0,0.855674,0.621005,0.757688,0.604839,0.897465,0.959677,1.0,183.0,0.959677,7.2362,0.921659,3.159
IMC,qwen,sum,fb237_v1_ind_seed7001,170.6,0.861292,0.73057,0.828995,0.719626,0.925234,0.976636,1.0,22.8458,0.957944,3.5421,0.939252,2.4393
IMC,qwen,sum,fb237_v1_ind_seed7002,156.4,0.861546,0.720379,0.772135,0.663551,0.85514,0.953271,0.976636,11.7944,0.911215,3.4159,0.813084,1.8271
IMC,qwen,sum,fb237_v1_ind_seed7003,159.6,0.842555,0.740196,0.807758,0.698113,0.90566,0.976415,0.995283,28.9575,0.95283,3.5708,0.867925,1.7689
IMC,qwen,sum,fb237_v1_ind_seed7004,168.7,0.866162,0.67757,0.817468,0.709524,0.904762,0.97619,0.990476,22.3667,0.952381,3.9571,0.909524,2.4857
IMC,qwen,sum,fb237_v1_ind_seed7005,160.3,0.869258,0.70892,0.814067,0.7,0.928571,0.995238,1.0,77.7571,0.971429,4.0524,0.871429,1.9
IMC,qwen,sum,fb237_v1_ind_seed7006,156.8,0.872672,0.731707,0.815981,0.707547,0.919811,0.971698,0.995283,22.8349,0.985849,6.3821,0.929245,2.5755
IMC,qwen,sum,fb237_v1_ind_seed7007,158.9,0.871098,0.711538,0.849186,0.747619,0.942857,0.990476,1.0,35.3048,0.980952,4.981,0.961905,2.7571
