model,aggregation,version,k,lambda,bias,n_seeds,valid_mrr_mean,valid_mrr_std,test_mrr_mean,test_mrr_std,valid_acc_mean,valid_acc_std,test_acc_mean,test_acc_std,hits_1_mean,hits_1_std,hits_3_mean,hits_3_std,hits_10_mean,hits_10_std,train_acc_mean,train_time_mean
qwen,sum,fb237_v1_ind,175,1,48,3,0.7998,0.016725,0.766333,0.023267,0.683567,0.013808,0.630767,0.043536,0.630767,0.043536,0.879433,0.017651,0.965033,0.015844,0.9411,178.766667
qwen,sum,fb237_v1_ind,175,5,96,3,0.799433,0.016638,0.773933,0.023174,0.675367,0.021175,0.6373,0.045419,0.6373,0.045419,0.889033,0.011251,0.9667,0.012754,0.9411,174.8
qwen,sum,fb237_v1_ind,200,5,32,3,0.799433,0.012762,0.771733,0.011983,0.684867,0.017835,0.6325,0.026713,0.6325,0.026713,0.893867,0.006052,0.963467,0.007868,0.940767,195.533333
qwen,sum,fb237_v1_ind,175,5,80,3,0.799367,0.013758,0.776733,0.01745,0.676933,0.020372,0.6388,0.031398,0.6388,0.031398,0.9016,0.012407,0.960267,0.012629,0.9411,176.866667
qwen,sum,fb237_v1_ind,50,10,96,3,0.799167,0.006621,0.7703,0.019001,0.675,0.004453,0.629233,0.042617,0.629233,0.042617,0.8936,0.020923,0.968333,0.007047,0.9411,66.633333
qwen,sum,fb237_v1_ind,200,5,48,3,0.7989,0.014055,0.78,0.017902,0.682133,0.016485,0.648333,0.038263,0.648333,0.038263,0.896867,0.008918,0.9635,0.017068,0.9411,194.8
qwen,sum,fb237_v1_ind,175,5,32,3,0.7988,0.010348,0.771833,0.012916,0.68,0.009525,0.6404,0.031,0.6404,0.031,0.887333,0.016381,0.965067,0.007697,0.9411,172.933333
qwen,sum,fb237_v1_ind,50,5,48,3,0.7988,0.014479,0.767267,0.010121,0.680067,0.01981,0.624433,0.026627,0.624433,0.026627,0.901533,0.019604,0.9619,0.008839,0.9411,66.233333
qwen,sum,fb237_v1_ind,100,1,80,3,0.7986,0.003961,0.779267,0.01108,0.6816,0.008429,0.649867,0.026252,0.649867,0.026252,0.892267,0.009782,0.955667,0.017846,0.9411,110.333333
qwen,sum,fb237_v1_ind,50,5,80,3,0.7986,0.017468,0.774633,0.017539,0.6769,0.015405,0.6435,0.034613,0.6435,0.034613,0.898433,0.015647,0.965067,0.019517,0.9411,65.766667
qwen,sum,fb237_v1_ind,75,5,48,3,0.798433,0.01175,0.768867,0.01366,0.677033,0.01505,0.629167,0.025507,0.629167,0.025507,0.8937,0.0112,0.964933,0.024118,0.9411,87.6
qwen,sum,fb237_v1_ind,175,10,64,3,0.798367,0.01056,0.781433,0.016499,0.672,0.011073,0.648233,0.034654,0.648233,0.034654,0.9016,0.01614,0.972967,0.010337,0.9411,178.766667
qwen,sum,fb237_v1_ind,100,5,32,3,0.7982,0.008454,0.7779,0.014807,0.683033,0.007537,0.643667,0.03419,0.643667,0.03419,0.9016,0.01614,0.969767,0.011491,0.9411,109.033333
qwen,sum,fb237_v1_ind,125,10,32,3,0.797933,0.009222,0.7739,0.020217,0.672967,0.012762,0.638933,0.043573,0.638933,0.043573,0.895367,0.01294,0.968267,0.005954,0.9411,132.633333
qwen,sum,fb237_v1_ind,75,5,96,3,0.7978,0.01123,0.776433,0.01205,0.6716,0.010222,0.642,0.035838,0.642,0.035838,0.900033,0.01388,0.960267,0.017219,0.9411,87.366667
qwen,sum,fb237_v1_ind,50,10,64,3,0.797733,0.019967,0.7772,0.018102,0.678933,0.022679,0.6324,0.033978,0.6324,0.033978,0.917633,0.005871,0.973,0.005892,0.9411,66.233333
qwen,sum,fb237_v1_ind,50,10,32,3,0.797667,0.019372,0.778333,0.029301,0.675533,0.025281,0.6437,0.050341,0.6437,0.050341,0.9034,0.005632,0.9714,0.008663,0.9411,66.133333
qwen,sum,fb237_v1_ind,150,1,48,3,0.797633,0.011207,0.772233,0.025442,0.684833,0.012931,0.6388,0.040893,0.6388,0.040893,0.893733,0.020341,0.9539,0.014467,0.9411,157.366667
qwen,sum,fb237_v1_ind,100,10,32,3,0.797333,0.007451,0.7759,0.018904,0.6761,0.017584,0.638867,0.035869,0.638867,0.035869,0.9018,0.009751,0.965133,0.002854,0.9411,110.233333
qwen,sum,fb237_v1_ind,100,5,48,3,0.7973,0.014559,0.7849,0.015421,0.680433,0.017038,0.656233,0.035974,0.656233,0.035974,0.896867,0.012439,0.9603,0.012411,0.9411,108.366667
qwen,sum,fb237_v1_ind,125,10,80,3,0.7969,0.015373,0.779067,0.014234,0.6718,0.022303,0.643633,0.035973,0.643633,0.035973,0.906267,0.023454,0.9666,0.01005,0.9411,133.466667
qwen,sum,fb237_v1_ind,150,5,80,3,0.796633,0.011413,0.7744,0.020458,0.673567,0.009109,0.6372,0.03401,0.6372,0.03401,0.895267,0.0183,0.961867,0.01015,0.9411,154.266667
qwen,sum,fb237_v1_ind,100,1,96,3,0.796567,0.013893,0.771933,0.022974,0.6783,0.012243,0.640667,0.048386,0.640667,0.048386,0.882733,0.005969,0.9555,0.017226,0.9411,110.966667
qwen,sum,fb237_v1_ind,75,5,32,3,0.796533,0.013012,0.774333,0.032564,0.675033,0.014629,0.641933,0.04996,0.641933,0.04996,0.895367,0.013054,0.961867,0.01015,0.9411,87.7
qwen,sum,fb237_v1_ind,200,1,96,3,0.796367,0.012702,0.779167,0.013272,0.674567,0.018027,0.6467,0.031095,0.6467,0.031095,0.896933,0.007022,0.955633,0.010104,0.9411,202.233333
qwen,sum,fb237_v1_ind,125,5,80,3,0.796167,0.004821,0.783267,0.016766,0.676367,0.008016,0.654733,0.038617,0.654733,0.038617,0.8954,0.008337,0.972933,0.014941,0.9411,130
qwen,sum,fb237_v1_ind,125,5,48,3,0.795733,0.020609,0.7721,0.017794,0.6721,0.024001,0.634033,0.039245,0.634033,0.039245,0.8953,0.009732,0.9699,0.010055,0.9411,130.3
qwen,sum,fb237_v1_ind,175,10,16,3,0.795333,0.003456,0.766767,0.030349,0.674933,0.001258,0.629233,0.042617,0.629233,0.042617,0.887633,0.030401,0.957233,0.017094,0.9411,173.366667
qwen,sum,fb237_v1_ind,175,1,96,3,0.795033,0.013432,0.7685,0.024053,0.676867,0.010614,0.634033,0.04392,0.634033,0.04392,0.884267,0.015769,0.9619,0.014663,0.9411,178.9
qwen,sum,fb237_v1_ind,150,1,64,3,0.794967,0.003101,0.7708,0.023076,0.674933,0.001258,0.634067,0.040847,0.634067,0.040847,0.884333,0.007061,0.963467,0.007868,0.9411,158.433333
qwen,sum,fb237_v1_ind,75,10,48,3,0.7946,0.010064,0.780367,0.01929,0.668467,0.009573,0.643633,0.043014,0.643633,0.043014,0.904833,0.010401,0.966667,0.01466,0.9411,87.866667
qwen,sum,fb237_v1_ind,200,5,16,3,0.794367,0.00832,0.773867,0.034423,0.6781,0.007674,0.638933,0.059973,0.638933,0.059973,0.895367,0.013054,0.965033,0.010245,0.9411,197.133333
qwen,sum,fb237_v1_ind,200,1,80,3,0.7942,0.012407,0.7831,0.010542,0.671867,0.010456,0.6516,0.029812,0.6516,0.029812,0.9033,0.004158,0.966633,0.013102,0.9411,200.166667
qwen,sum,fb237_v1_ind,175,1,32,3,0.794067,0.010401,0.772533,0.021223,0.6769,0.015405,0.638833,0.038168,0.638833,0.038168,0.890533,0.013914,0.953933,0.011581,0.9411,177.166667
qwen,sum,fb237_v1_ind,175,5,16,3,0.793567,0.011716,0.757967,0.040809,0.673,0.016103,0.619733,0.063413,0.619733,0.063413,0.884267,0.015769,0.954,0.003396,0.9411,172.3
qwen,sum,fb237_v1_ind,150,1,32,3,0.793067,0.012742,0.770167,0.024497,0.6769,0.015405,0.639033,0.045602,0.639033,0.045602,0.884333,0.007061,0.947567,0.013164,0.9411,155.466667
qwen,sum,fb237_v1_ind,175,1,80,3,0.793,0.013739,0.774567,0.016717,0.671767,0.017153,0.6421,0.034852,0.6421,0.034852,0.898433,0.015148,0.9603,0.011609,0.9411,179.7
qwen,sum,fb237_v1_ind,200,1,32,3,0.7928,0.010623,0.770633,0.021762,0.674867,0.013054,0.6358,0.041442,0.6358,0.041442,0.8906,0.010553,0.953867,0.015308,0.9411,196.933333
qwen,sum,fb237_v1_ind,125,1,96,3,0.7924,0.014136,0.769367,0.022313,0.6719,0.015279,0.637267,0.038181,0.637267,0.038181,0.8841,0.019457,0.957133,0.008812,0.9411,132.8
qwen,sum,fb237_v1_ind,150,10,16,3,0.792233,0.007939,0.772633,0.029075,0.6745,0.013617,0.633967,0.046294,0.633967,0.046294,0.896967,0.013914,0.958833,0.011728,0.9401,155.2
qwen,sum,fb237_v1_ind,200,1,48,3,0.792067,0.011418,0.767733,0.014312,0.671867,0.010456,0.630933,0.028793,0.630933,0.028793,0.889067,0.007012,0.957067,0.013325,0.9411,196.733333
qwen,sum,fb237_v1_ind,125,5,32,3,0.792033,0.010508,0.773933,0.012745,0.671133,0.020313,0.638833,0.026359,0.638833,0.026359,0.896833,0.016819,0.963333,0.022633,0.9411,128.066667
qwen,sum,fb237_v1_ind,50,5,64,3,0.7919,0.004104,0.773433,0.01919,0.673333,0.006133,0.6389,0.040707,0.6389,0.040707,0.893733,0.00899,0.965033,0.011551,0.9411,66.166667
qwen,sum,fb237_v1_ind,150,1,96,3,0.7915,0.012419,0.773,0.017791,0.6699,0.017923,0.6388,0.040893,0.6388,0.040893,0.8888,0.023297,0.960267,0.017219,0.9411,155.8
qwen,sum,fb237_v1_ind,100,1,48,3,0.7913,0.01855,0.773833,0.015788,0.6755,0.020839,0.638833,0.038168,0.638833,0.038168,0.900033,0.01115,0.958633,0.01875,0.9411,109.933333
qwen,sum,fb237_v1_ind,50,1,96,3,0.791067,0.018939,0.759733,0.024864,0.673067,0.024636,0.626267,0.041321,0.626267,0.041321,0.8731,0.023063,0.950733,0.012782,0.9411,66.366667
qwen,sum,fb237_v1_ind,125,5,16,3,0.790467,0.008489,0.7691,0.030721,0.6699,0.013146,0.637167,0.046542,0.637167,0.046542,0.890567,0.029244,0.957167,0.005139,0.9411,128.266667
qwen,sum,fb237_v1_ind,50,5,32,3,0.790433,0.022382,0.767733,0.022101,0.6703,0.027577,0.631067,0.046101,0.631067,0.046101,0.884367,0.006004,0.965067,0.017159,0.9411,65.866667
qwen,sum,fb237_v1_ind,75,1,96,3,0.790233,0.014182,0.775433,0.020746,0.6669,0.015156,0.645067,0.035436,0.645067,0.035436,0.885833,0.013171,0.9603,0.007922,0.9411,86.866667
qwen,sum,fb237_v1_ind,200,10,16,3,0.790167,0.013707,0.777133,0.022311,0.666633,0.015124,0.6386,0.03773,0.6386,0.03773,0.909467,0.018546,0.969833,0.005865,0.9406,198.166667
qwen,sum,fb237_v1_ind,175,1,64,3,0.789967,0.013378,0.7775,0.014734,0.667467,0.023063,0.6451,0.028853,0.6451,0.028853,0.895333,0.006501,0.9651,0.010085,0.9411,181.033333
qwen,sum,fb237_v1_ind,125,1,32,3,0.789867,0.006,0.775467,0.021268,0.672767,0.015038,0.641933,0.038709,0.641933,0.038709,0.898567,0.00335,0.957133,0.009865,0.9411,130.633333
qwen,sum,fb237_v1_ind,150,1,80,3,0.789467,0.009743,0.780667,0.018204,0.661767,0.011952,0.648233,0.038147,0.648233,0.038147,0.895233,0.014261,0.960333,0.007753,0.9411,156.1
qwen,sum,fb237_v1_ind,50,10,16,3,0.7894,0.003381,0.766,0.026215,0.666667,0.00345,0.629133,0.041697,0.629133,0.041697,0.889033,0.011251,0.9508,0.007854,0.9411,66.3
qwen,sum,fb237_v1_ind,150,5,16,3,0.789367,0.004718,0.761967,0.021625,0.671567,0.005823,0.6229,0.033947,0.6229,0.033947,0.8825,0.025629,0.958733,0.003362,0.9411,151.8
qwen,sum,fb237_v1_ind,100,1,64,3,0.7893,0.010666,0.7758,0.020107,0.667033,0.010893,0.642067,0.036298,0.642067,0.036298,0.901633,0.008864,0.9571,0.013194,0.9411,110.133333
qwen,sum,fb237_v1_ind,75,10,16,3,0.789167,0.008504,0.768667,0.023698,0.665333,0.011735,0.632433,0.041914,0.632433,0.041914,0.885833,0.010607,0.9555,0.011697,0.9411,87.2
qwen,sum,fb237_v1_ind,75,1,80,3,0.789067,0.012714,0.769833,0.006721,0.663633,0.017958,0.634033,0.026299,0.634033,0.026299,0.8953,0.015239,0.9587,0.017114,0.9411,86.933333
qwen,sum,fb237_v1_ind,125,10,16,3,0.788833,0.004964,0.776133,0.024834,0.6683,0.007357,0.641867,0.036467,0.641867,0.036467,0.8953,0.015163,0.963567,0.002307,0.9411,131.266667
qwen,sum,fb237_v1_ind,75,1,48,3,0.788767,0.018453,0.766867,0.01237,0.6658,0.026056,0.635567,0.027323,0.635567,0.027323,0.876367,0.005992,0.960233,0.015923,0.9411,86.966667
qwen,sum,fb237_v1_ind,100,5,16,3,0.787933,0.001069,0.7698,0.019048,0.669833,0.005687,0.6356,0.028777,0.6356,0.028777,0.889033,0.011251,0.9651,0.007511,0.9411,108.7
qwen,sum,fb237_v1_ind,100,10,16,3,0.7873,0.007422,0.771533,0.026158,0.6636,0.008757,0.638667,0.033701,0.638667,0.033701,0.884067,0.029701,0.963467,0.007868,0.9406,109
qwen,sum,fb237_v1_ind,50,5,16,3,0.786767,0.01127,0.763733,0.034073,0.668667,0.009872,0.630833,0.057135,0.630833,0.057135,0.8825,0.020804,0.9524,0.005186,0.9411,66.066667
qwen,sum,fb237_v1_ind,125,1,64,3,0.786733,0.013321,0.773467,0.023426,0.6615,0.014626,0.637333,0.047776,0.637333,0.047776,0.9001,0.005797,0.960267,0.017219,0.9411,131.666667
qwen,sum,fb237_v1_ind,100,1,32,3,0.786267,0.008884,0.7709,0.021649,0.666733,0.00685,0.641967,0.031104,0.641967,0.031104,0.8891,0.019645,0.9524,0.005186,0.9411,110.566667
qwen,sum,fb237_v1_ind,75,5,16,3,0.785967,0.009866,0.769967,0.029598,0.6736,0.01345,0.637033,0.044465,0.637033,0.044465,0.8921,0.017718,0.952433,0.02085,0.9411,86.366667
qwen,sum,fb237_v1_ind,200,1,16,3,0.7859,0.00925,0.773167,0.021795,0.666433,0.010785,0.645167,0.038384,0.645167,0.038384,0.885833,0.017799,0.961867,0.01015,0.9411,198.266667
qwen,sum,fb237_v1_ind,125,1,48,3,0.7859,0.012501,0.766333,0.009152,0.662333,0.017949,0.629367,0.024179,0.629367,0.024179,0.890567,0.009848,0.958633,0.02315,0.9411,132.7
qwen,sum,fb237_v1_ind,50,1,64,3,0.7858,0.007464,0.774967,0.013761,0.660067,0.008976,0.645067,0.027368,0.645067,0.027368,0.8858,0.009914,0.961933,0.012738,0.9411,66
qwen,sum,fb237_v1_ind,125,1,16,3,0.7857,0.012265,0.769333,0.032298,0.6669,0.015156,0.638667,0.045897,0.638667,0.045897,0.882633,0.023048,0.952367,0.013086,0.9411,132.133333
qwen,sum,fb237_v1_ind,125,1,80,3,0.785633,0.008351,0.777,0.012053,0.660133,0.002957,0.65,0.027635,0.65,0.027635,0.881133,0.008641,0.965067,0.012402,0.9411,132.033333
qwen,sum,fb237_v1_ind,50,1,80,3,0.785567,0.001457,0.7609,0.018464,0.6615,0.007582,0.622733,0.036621,0.622733,0.036621,0.8796,0.01153,0.963533,0.010992,0.9411,65.8
qwen,sum,fb237_v1_ind,150,1,16,3,0.785033,0.009319,0.771733,0.027588,0.669733,0.013424,0.6387,0.038187,0.6387,0.038187,0.887467,0.022203,0.9587,0.012348,0.9411,155.2
qwen,sum,fb237_v1_ind,50,1,48,3,0.785033,0.00358,0.7646,0.017501,0.664967,0.00175,0.6309,0.03575,0.6309,0.03575,0.8794,0.015442,0.947567,0.01035,0.9411,65.8
qwen,sum,fb237_v1_ind,75,1,64,3,0.784967,0.001193,0.768667,0.01802,0.6598,0.006951,0.631,0.032025,0.631,0.032025,0.901767,0.001704,0.955533,0.012519,0.9411,88.5
qwen,sum,fb237_v1_ind,100,1,16,3,0.7842,0.003534,0.7647,0.030578,0.665133,0.003202,0.6323,0.044437,0.6323,0.044437,0.877967,0.018078,0.963533,0.013808,0.9411,109.966667
qwen,sum,fb237_v1_ind,75,1,32,3,0.7841,0.014724,0.764067,0.020069,0.668867,0.015686,0.632467,0.038684,0.632467,0.038684,0.884333,0.001266,0.952333,0.0103,0.9411,87.566667
qwen,sum,fb237_v1_ind,175,1,16,3,0.784067,0.007029,0.7715,0.031402,0.6633,0.00741,0.638733,0.042658,0.638733,0.042658,0.8858,0.033677,0.957133,0.01456,0.9411,176.866667
qwen,sum,fb237_v1_ind,75,1,16,3,0.7824,0.007749,0.7691,0.025967,0.661567,0.006116,0.6402,0.038982,0.6402,0.038982,0.8795,0.01581,0.944367,0.01591,0.9411,86.5
qwen,sum,fb237_v1_ind,125,500,96,3,0.782333,0.015096,0.776933,0.025656,0.671767,0.0353,0.667367,0.038357,0.667367,0.038357,0.862167,0.016887,0.9444,0.012474,0.687367,87.4
qwen,sum,fb237_v1_ind,50,1,32,3,0.7819,0.017094,0.765567,0.041538,0.658767,0.013301,0.643667,0.069534,0.643667,0.069534,0.870033,0.015275,0.9523,0.017237,0.9411,65.6
qwen,sum,fb237_v1_ind,50,1,16,3,0.779433,0.007525,0.7624,0.02115,0.662133,0.012356,0.630833,0.033544,0.630833,0.033544,0.8779,0.018496,0.9444,0.012474,0.9411,69.7
qwen,sum,fb237_v1_ind,200,500,96,3,0.779067,0.019027,0.780867,0.01745,0.666833,0.040344,0.668933,0.026408,0.668933,0.026408,0.868433,0.00982,0.952333,0.008958,0.6877,129.433333
qwen,sum,fb237_v1_ind,100,500,96,3,0.778333,0.016517,0.782433,0.019096,0.6652,0.035074,0.673767,0.032467,0.673767,0.032467,0.865267,0.011339,0.9507,0.015288,0.687533,72.866667
qwen,sum,fb237_v1_ind,75,500,96,3,0.778133,0.012623,0.7783,0.017147,0.663467,0.032571,0.6673,0.023963,0.6673,0.023963,0.868467,0.014174,0.949167,0.008065,0.692367,61.1
qwen,sum,fb237_v1_ind,150,500,96,3,0.7771,0.017325,0.777733,0.02382,0.662133,0.040368,0.667333,0.036272,0.667333,0.036272,0.865233,0.023907,0.944367,0.016046,0.684667,102.866667
qwen,sum,fb237_v1_ind,50,500,96,3,0.776467,0.011281,0.7768,0.02045,0.6619,0.03245,0.6658,0.033654,0.6658,0.033654,0.862167,0.008834,0.947633,0.00565,0.688533,42.466667
qwen,sum,fb237_v1_ind,175,500,96,3,0.776033,0.016488,0.772333,0.01875,0.660233,0.034983,0.6578,0.026775,0.6578,0.026775,0.862133,0.012588,0.947633,0.00565,0.685867,113
qwen,sum,fb237_v1_ind,75,500,80,3,0.773867,0.011361,0.7764,0.023743,0.6617,0.025077,0.665767,0.036012,0.665767,0.036012,0.866867,0.012532,0.9428,0.013222,0.6795,54.3
qwen,sum,fb237_v1_ind,150,500,80,3,0.7732,0.014552,0.7703,0.025937,0.659933,0.036285,0.661067,0.038396,0.661067,0.038396,0.852733,0.020641,0.938233,0.004245,0.677867,99.566667
qwen,sum,fb237_v1_ind,50,500,80,3,0.771767,0.015428,0.773033,0.02659,0.6538,0.032751,0.662567,0.041041,0.662567,0.041041,0.8574,0.016908,0.9382,0.001054,0.678833,39.866667
qwen,sum,fb237_v1_ind,175,500,80,3,0.771633,0.017811,0.770733,0.019637,0.655267,0.040089,0.6578,0.026775,0.6578,0.026775,0.862133,0.012588,0.9349,0.008316,0.68,109.866667
qwen,sum,fb237_v1_ind,200,500,80,3,0.770667,0.017116,0.769267,0.016581,0.656967,0.037501,0.654567,0.022832,0.654567,0.022832,0.859,0.011022,0.941233,0.01298,0.678167,123.8
qwen,sum,fb237_v1_ind,100,500,80,3,0.770167,0.014961,0.774967,0.025882,0.652333,0.032164,0.6657,0.037398,0.6657,0.037398,0.855833,0.020835,0.939667,0.011815,0.678967,65.366667
qwen,sum,fb237_v1_ind,200,500,64,3,0.766767,0.016974,0.764767,0.023555,0.6518,0.035174,0.6514,0.032751,0.6514,0.032751,0.852633,0.01347,0.9381,0.009193,0.6688,107.133333
qwen,sum,fb237_v1_ind,100,500,64,3,0.766467,0.014086,0.762267,0.022533,0.653367,0.030675,0.6451,0.036608,0.6451,0.036608,0.855867,0.013367,0.925467,0.006585,0.668633,61.966667
qwen,sum,fb237_v1_ind,125,500,80,3,0.766033,0.013679,0.7697,0.016361,0.6482,0.029618,0.656167,0.02163,0.656167,0.02163,0.8606,0.016108,0.9366,0.003045,0.678533,81.966667
qwen,sum,fb237_v1_ind,125,500,64,3,0.763633,0.009981,0.761767,0.026418,0.647167,0.02334,0.646733,0.03593,0.646733,0.03593,0.8526,0.020785,0.925433,0.008151,0.6656,72.066667
qwen,sum,fb237_v1_ind,150,500,64,3,0.763433,0.014987,0.759933,0.024451,0.647233,0.033174,0.638833,0.038168,0.638833,0.038168,0.8542,0.014157,0.933367,0.009257,0.663767,84.433333
qwen,sum,fb237_v1_ind,50,500,64,3,0.760833,0.010666,0.761367,0.026912,0.643633,0.024553,0.646667,0.037287,0.646667,0.037287,0.849467,0.018698,0.927067,0.003073,0.660933,35.366667
qwen,sum,fb237_v1_ind,75,500,64,3,0.760067,0.008334,0.7626,0.028807,0.640333,0.022007,0.650033,0.043329,0.650033,0.043329,0.846367,0.018057,0.9302,0.008095,0.668267,49
qwen,sum,fb237_v1_ind,175,500,64,3,0.758433,0.017432,0.758,0.027267,0.640967,0.032849,0.643467,0.038167,0.643467,0.038167,0.851167,0.021069,0.928633,0.00595,0.6549,94.966667
qwen,sum,fb237_v1_ind,150,500,48,3,0.755867,0.017294,0.751233,0.017562,0.6394,0.034444,0.630733,0.026643,0.630733,0.026643,0.8465,0.020252,0.925467,0.006585,0.650233,77.5
qwen,sum,fb237_v1_ind,125,500,48,3,0.755167,0.012114,0.748567,0.023773,0.636933,0.027084,0.626333,0.034985,0.626333,0.034985,0.8416,0.018055,0.923867,0.006,0.6484,65.533333
qwen,sum,fb237_v1_ind,100,500,48,3,0.7551,0.012,0.7531,0.027959,0.638633,0.0245,0.635833,0.040166,0.635833,0.040166,0.846267,0.019604,0.922267,0.006634,0.6459,54.9
qwen,sum,fb237_v1_ind,175,500,48,3,0.7544,0.011044,0.750067,0.02215,0.638767,0.022367,0.6341,0.031082,0.6341,0.031082,0.8399,0.014174,0.922267,0.006634,0.6522,88.066667
qwen,sum,fb237_v1_ind,50,500,48,3,0.7536,0.012309,0.7521,0.017567,0.635367,0.027084,0.630867,0.0309,0.630867,0.0309,0.846267,0.003873,0.9255,0.002961,0.6509,32.9
qwen,sum,fb237_v1_ind,75,500,48,3,0.751267,0.008266,0.753133,0.029123,0.630467,0.015141,0.639,0.042086,0.639,0.042086,0.841633,0.020946,0.9254,0.01205,0.6507,43.9
qwen,sum,fb237_v1_ind,200,500,48,3,0.7496,0.00937,0.7529,0.030926,0.629033,0.020695,0.642133,0.044106,0.642133,0.044106,0.840133,0.021289,0.916067,0.009938,0.652733,97.866667
qwen,sum,fb237_v1_ind,75,500,32,3,0.7353,0.021936,0.726233,0.025132,0.6111,0.040799,0.6023,0.0365,0.6023,0.0365,0.820967,0.004486,0.901767,0.022393,0.615567,42.8
qwen,sum,fb237_v1_ind,150,500,32,3,0.734033,0.017362,0.722933,0.025872,0.612967,0.030169,0.5961,0.040363,0.5961,0.040363,0.8209,0.006409,0.908033,0.011208,0.6159,75.766667
qwen,sum,fb237_v1_ind,100,500,32,3,0.732667,0.01713,0.721467,0.01973,0.609233,0.033885,0.5945,0.031045,0.5945,0.031045,0.8083,0.007036,0.906533,0.01135,0.609067,53.5
qwen,sum,fb237_v1_ind,200,500,32,3,0.732367,0.007072,0.727767,0.025284,0.610233,0.019492,0.603967,0.033165,0.603967,0.033165,0.817967,0.027976,0.906533,0.01135,0.616733,96.6
qwen,sum,fb237_v1_ind,175,500,32,3,0.732167,0.011052,0.7252,0.025798,0.604267,0.020513,0.596033,0.040674,0.596033,0.040674,0.828933,0.014362,0.908067,0.007044,0.6147,85.833333
qwen,sum,fb237_v1_ind,50,500,32,3,0.7315,0.013612,0.728467,0.0216,0.602667,0.030033,0.602233,0.030939,0.602233,0.030939,0.824033,0.006824,0.917533,0.007856,0.615433,32.1
qwen,sum,fb237_v1_ind,125,500,32,3,0.7279,0.021027,0.7292,0.032307,0.596267,0.035658,0.605433,0.046287,0.605433,0.046287,0.828933,0.020412,0.904867,0.016662,0.616233,64.5
qwen,sum,fb237_v1_ind,100,500,16,3,0.691533,0.028171,0.695933,0.028757,0.550333,0.041929,0.5611,0.038399,0.5611,0.038399,0.798767,0.020549,0.8812,0.021546,0.5694,51.966667
qwen,sum,fb237_v1_ind,125,500,16,3,0.688233,0.033034,0.691567,0.031901,0.5471,0.046928,0.565933,0.040212,0.565933,0.040212,0.784633,0.020382,0.871833,0.028614,0.564367,62.333333
qwen,sum,fb237_v1_ind,200,500,16,3,0.687767,0.027673,0.686333,0.02614,0.548433,0.045886,0.5547,0.031733,0.5547,0.031733,0.7831,0.029195,0.8874,0.015305,0.5681,94.266667
qwen,sum,fb237_v1_ind,150,500,16,3,0.6869,0.025263,0.6786,0.027436,0.55,0.032078,0.546667,0.036966,0.546667,0.036966,0.773267,0.011554,0.889,0.023799,0.565067,73.733333
qwen,sum,fb237_v1_ind,175,500,16,3,0.686367,0.032566,0.682167,0.027874,0.544067,0.057406,0.546767,0.045227,0.546767,0.045227,0.7845,0.003651,0.8813,0.019466,0.5602,83.933333
qwen,sum,fb237_v1_ind,75,500,16,3,0.6851,0.033421,0.6859,0.033715,0.546933,0.041981,0.5595,0.039819,0.5595,0.039819,0.777967,0.028336,0.882833,0.032993,0.557533,41.6
qwen,sum,fb237_v1_ind,50,500,16,3,0.684967,0.024191,0.679067,0.019507,0.544833,0.035382,0.551467,0.028211,0.551467,0.028211,0.768633,0.010551,0.876433,0.018387,0.553867,32.133333
qwen,sum,fb237_v1_ind,200,1000,96,3,0.6479,0.035324,0.648467,0.022655,0.5025,0.049448,0.503933,0.032256,0.503933,0.032256,0.754367,0.010058,0.881333,0.019142,0.527267,94.7
qwen,sum,fb237_v1_ind,50,1000,96,3,0.6463,0.030284,0.6549,0.017863,0.498733,0.044563,0.513433,0.024028,0.513433,0.024028,0.757533,0.012767,0.870133,0.013524,0.5276,31.633333
qwen,sum,fb237_v1_ind,175,1000,96,3,0.644467,0.027252,0.656533,0.017037,0.493933,0.049088,0.5199,0.023149,0.5199,0.023149,0.751233,0.012634,0.870133,0.025598,0.5291,84.566667
qwen,sum,fb237_v1_ind,75,1000,96,3,0.644167,0.032203,0.649467,0.020929,0.497267,0.0445,0.502333,0.03103,0.502333,0.03103,0.759133,0.010488,0.871767,0.010737,0.523433,42.233333
qwen,sum,fb237_v1_ind,100,1000,96,3,0.643733,0.03241,0.6502,0.017494,0.497467,0.052592,0.503933,0.024035,0.503933,0.024035,0.760733,0.00638,0.8749,0.008043,0.522767,53.166667
qwen,sum,fb237_v1_ind,125,1000,96,3,0.642833,0.03736,0.6532,0.026651,0.496033,0.056637,0.516667,0.035296,0.516667,0.035296,0.751233,0.012634,0.868567,0.013952,0.5256,62.966667
qwen,sum,fb237_v1_ind,75,1000,80,3,0.6389,0.045141,0.644833,0.032422,0.496233,0.064565,0.508633,0.048992,0.508633,0.048992,0.7417,0.007831,0.873333,0.009408,0.523067,41.566667
qwen,sum,fb237_v1_ind,100,1000,80,3,0.6362,0.041953,0.643967,0.031386,0.492767,0.05909,0.503833,0.045229,0.503833,0.045229,0.741667,0.007478,0.876467,0.011338,0.520733,51.9
qwen,sum,fb237_v1_ind,50,1000,80,3,0.6349,0.040833,0.639433,0.027104,0.4893,0.053728,0.491167,0.034548,0.491167,0.034548,0.7512,0.015819,0.871567,0.010785,0.5194,31.1
