model,aggregation,version,k,lambda,bias,n_seeds,valid_mrr_mean,valid_mrr_std,test_mrr_mean,test_mrr_std,valid_acc_mean,valid_acc_std,test_acc_mean,test_acc_std,hits_1_mean,hits_1_std,hits_3_mean,hits_3_std,hits_10_mean,hits_10_std,train_acc_mean,train_time_mean
roberta,sum,fb237_v1_ind,125,5,96,3,0.789433,0.015224,0.7734,0.011303,0.6646,0.039275,0.637067,0.015692,0.637067,0.015692,0.896833,0.020958,0.957167,0.005139,0.9411,145.066667
roberta,sum,fb237_v1_ind,175,10,96,3,0.789333,0.014234,0.773867,0.005412,0.663133,0.029473,0.637267,0.017132,0.637267,0.017132,0.896733,0.023138,0.97,0.009491,0.940433,193.766667
roberta,sum,fb237_v1_ind,75,5,48,3,0.7891,0.014846,0.774667,0.007722,0.663133,0.029473,0.6357,0.018785,0.6357,0.018785,0.892167,0.007057,0.971567,0.007915,0.9411,92.333333
roberta,sum,fb237_v1_ind,125,10,32,3,0.789033,0.009322,0.770333,0.003983,0.663,0.029116,0.630933,0.02286,0.630933,0.02286,0.896833,0.025087,0.963467,0.010529,0.9411,142.133333
roberta,sum,fb237_v1_ind,50,10,96,3,0.789,0.01679,0.7813,0.013307,0.665833,0.038148,0.646733,0.028694,0.646733,0.028694,0.898433,0.013618,0.9779,0.005112,0.940933,68.333333
roberta,sum,fb237_v1_ind,125,5,48,3,0.788567,0.010055,0.773833,0.002294,0.663133,0.029473,0.637133,0.009456,0.637133,0.009456,0.9,0.018431,0.966833,0.012174,0.9411,143
roberta,sum,fb237_v1_ind,150,10,32,3,0.7884,0.008434,0.771767,0.01224,0.6597,0.02627,0.630933,0.02286,0.630933,0.02286,0.896933,0.007022,0.973067,0.002759,0.940433,169.133333
roberta,sum,fb237_v1_ind,100,10,48,3,0.788133,0.012509,0.776233,0.011082,0.6609,0.030415,0.640167,0.018653,0.640167,0.018653,0.895267,0.014165,0.973167,0.009424,0.9406,120.2
roberta,sum,fb237_v1_ind,175,5,48,3,0.787633,0.014783,0.770967,0.007049,0.661167,0.036407,0.634067,0.020184,0.634067,0.020184,0.892167,0.00858,0.9731,0.005027,0.940933,189.966667
roberta,sum,fb237_v1_ind,200,5,48,3,0.787533,0.010193,0.7742,0.010359,0.6596,0.030696,0.637167,0.026282,0.637167,0.026282,0.900167,0.001656,0.969933,0.006721,0.9411,212.7
roberta,sum,fb237_v1_ind,200,10,16,3,0.787333,0.007184,0.760633,0.010132,0.664467,0.023152,0.6198,0.019995,0.6198,0.019995,0.8858,0.009914,0.969967,0.010452,0.938433,214.9
roberta,sum,fb237_v1_ind,75,10,64,3,0.7873,0.008196,0.782333,0.006104,0.658133,0.024908,0.6466,0.020108,0.6466,0.020108,0.904833,0.010401,0.9699,0.007184,0.940933,93.166667
roberta,sum,fb237_v1_ind,175,10,32,3,0.7873,0.007292,0.768333,0.005829,0.6614,0.02333,0.627733,0.015219,0.627733,0.015219,0.8937,0.012593,0.968333,0.007007,0.940933,191.733333
roberta,sum,fb237_v1_ind,125,1,80,3,0.7871,0.017567,0.769633,0.011664,0.668333,0.03569,0.630767,0.022766,0.630767,0.022766,0.895167,0.02075,0.9668,0.00895,0.9411,144.166667
roberta,sum,fb237_v1_ind,75,5,96,3,0.786967,0.008001,0.770767,0.001674,0.6612,0.020673,0.635667,0.014368,0.635667,0.014368,0.8984,0.016933,0.9635,0.007669,0.9411,92.6
roberta,sum,fb237_v1_ind,125,10,64,3,0.786867,0.014351,0.7712,0.008253,0.6596,0.030696,0.627767,0.025579,0.627767,0.025579,0.901433,0.025918,0.964967,0.014148,0.940933,144.033333
roberta,sum,fb237_v1_ind,200,10,48,3,0.786767,0.0053,0.774367,0.008778,0.661333,0.015783,0.635667,0.018514,0.635667,0.018514,0.908033,0.007951,0.969933,0.006721,0.939433,214.566667
roberta,sum,fb237_v1_ind,200,1,48,3,0.786533,0.00362,0.7733,0.008866,0.6631,0.02039,0.638767,0.023782,0.638767,0.023782,0.895333,0.006501,0.966767,0.007681,0.9411,211.8
roberta,sum,fb237_v1_ind,75,5,80,3,0.786367,0.020122,0.7697,0.016581,0.664433,0.039209,0.629233,0.031373,0.629233,0.031373,0.8937,0.015662,0.965033,0.010245,0.9411,92.166667
roberta,sum,fb237_v1_ind,200,5,80,3,0.786167,0.01963,0.7744,0.006991,0.662733,0.042145,0.637167,0.019055,0.637167,0.019055,0.895267,0.014165,0.973067,0.007457,0.9411,216.1
roberta,sum,fb237_v1_ind,200,1,64,3,0.785967,0.003855,0.7695,0.007902,0.6631,0.02039,0.638733,0.006873,0.638733,0.006873,0.8841,0.020982,0.957133,0.00545,0.9411,214.666667
roberta,sum,fb237_v1_ind,175,5,96,3,0.7859,0.013519,0.7744,0.005726,0.6594,0.03148,0.637067,0.003493,0.637067,0.003493,0.9016,0.013571,0.9683,0.009884,0.9411,191.866667
roberta,sum,fb237_v1_ind,125,10,16,3,0.7858,0.01511,0.7693,0.010551,0.660833,0.02539,0.6262,0.020008,0.6262,0.020008,0.896967,0.007953,0.968433,0.011498,0.938933,141.7
roberta,sum,fb237_v1_ind,150,5,96,3,0.785533,0.020195,0.766867,0.0072,0.6593,0.03992,0.625967,0.01432,0.625967,0.01432,0.896933,0.011208,0.963567,0.009846,0.9411,169.933333
roberta,sum,fb237_v1_ind,150,5,48,3,0.785433,0.013927,0.7732,0.002706,0.655733,0.031137,0.6356,0.010736,0.6356,0.010736,0.899933,0.022114,0.9715,0.004251,0.940933,166.333333
roberta,sum,fb237_v1_ind,75,10,80,3,0.785333,0.018208,0.765467,0.006634,0.661267,0.027831,0.624533,0.020052,0.624533,0.020052,0.892033,0.018448,0.9681,0.019758,0.940433,92.466667
roberta,sum,fb237_v1_ind,175,5,32,3,0.785133,0.012183,0.775167,0.001904,0.6546,0.030812,0.640367,0.014459,0.640367,0.014459,0.8938,0.010411,0.957167,0.000702,0.940767,188.133333
roberta,sum,fb237_v1_ind,200,1,96,3,0.7849,0.010616,0.773233,0.007855,0.656333,0.032096,0.643433,0.012917,0.643433,0.012917,0.882533,0.01648,0.961933,0.005133,0.9411,221.566667
roberta,sum,fb237_v1_ind,125,5,64,3,0.784833,0.017023,0.770633,0.002532,0.6565,0.032428,0.635533,0.01175,0.635533,0.01175,0.890533,0.018523,0.965133,0.003247,0.9411,142.566667
roberta,sum,fb237_v1_ind,150,1,64,3,0.7848,0.012869,0.766933,0.006274,0.660067,0.032856,0.6339,0.008836,0.6339,0.008836,0.890533,0.013914,0.9635,0.007669,0.9411,170.633333
roberta,sum,fb237_v1_ind,100,10,16,3,0.784733,0.003821,0.772833,0.018161,0.656667,0.015123,0.638933,0.032385,0.638933,0.032385,0.8891,0.006002,0.971467,0.005021,0.9406,118.966667
roberta,sum,fb237_v1_ind,75,10,32,3,0.7847,0.011148,0.7736,0.014044,0.656867,0.027253,0.6342,0.032486,0.6342,0.032486,0.9033,0.022869,0.963567,0.002779,0.940933,93.233333
roberta,sum,fb237_v1_ind,150,5,32,3,0.784367,0.008045,0.7751,0.006646,0.654567,0.02691,0.6404,0.018566,0.6404,0.018566,0.8921,0.011663,0.9746,0.007374,0.9411,165.466667
roberta,sum,fb237_v1_ind,200,5,32,3,0.784367,0.012197,0.769767,0.011467,0.663133,0.029473,0.626267,0.026832,0.626267,0.026832,0.8953,0.015239,0.968367,0.009328,0.940933,212.233333
roberta,sum,fb237_v1_ind,175,1,80,3,0.784233,0.011936,0.764667,0.005096,0.658067,0.0336,0.624467,0.00741,0.624467,0.00741,0.8873,0.016695,0.9604,0.005039,0.9411,196.166667
roberta,sum,fb237_v1_ind,200,5,16,3,0.7842,0.01086,0.762267,0.008199,0.657967,0.025037,0.624633,0.020145,0.624633,0.020145,0.8841,0.020982,0.963667,0.011354,0.9411,214.733333
roberta,sum,fb237_v1_ind,100,1,64,3,0.784133,0.011492,0.773267,0.008016,0.658333,0.03062,0.6405,0.023444,0.6405,0.023444,0.888967,0.008565,0.9667,0.0053,0.9411,119.733333
roberta,sum,fb237_v1_ind,75,5,32,3,0.784,0.009544,0.767267,0.008225,0.658433,0.022364,0.627733,0.023737,0.627733,0.023737,0.8984,0.016933,0.958733,0.003362,0.9411,92.133333
roberta,sum,fb237_v1_ind,125,5,32,3,0.783967,0.005661,0.766433,0.011968,0.655,0.022916,0.629433,0.024926,0.629433,0.024926,0.882667,0.01139,0.965333,0.016094,0.9411,141.3
roberta,sum,fb237_v1_ind,175,10,16,3,0.7838,0.004949,0.774933,0.015093,0.656833,0.017005,0.6468,0.0217,0.6468,0.0217,0.893967,0.013502,0.9652,0.006678,0.9376,190.766667
roberta,sum,fb237_v1_ind,200,1,80,3,0.783367,0.011517,0.7674,0.015804,0.659767,0.035261,0.629067,0.025855,0.629067,0.025855,0.8937,0.011538,0.953967,0.014764,0.9411,220.9
roberta,sum,fb237_v1_ind,50,5,80,3,0.783267,0.015262,0.776333,0.003535,0.656333,0.032096,0.638633,0.005856,0.638633,0.005856,0.901667,0.008429,0.969933,0.006721,0.9411,68.1
roberta,sum,fb237_v1_ind,200,1,16,3,0.782533,0.008056,0.7643,0.014385,0.662767,0.025913,0.627767,0.031373,0.627767,0.031373,0.8841,0.018652,0.962,0.004151,0.9411,211.533333
roberta,sum,fb237_v1_ind,100,5,48,3,0.782467,0.014551,0.772133,0.00411,0.654467,0.035419,0.6355,0.010198,0.6355,0.010198,0.898467,0.0089,0.9605,0.013258,0.9411,117.133333
roberta,sum,fb237_v1_ind,75,5,16,3,0.782433,0.007485,0.767233,0.01214,0.656867,0.005594,0.630967,0.026732,0.630967,0.026732,0.887367,0.011719,0.968367,0.014496,0.9411,90.8
roberta,sum,fb237_v1_ind,75,5,64,3,0.7822,0.012045,0.773,0.012437,0.657867,0.029639,0.638867,0.034123,0.638867,0.034123,0.896967,0.007953,0.963333,0.020282,0.9411,92.4
roberta,sum,fb237_v1_ind,100,5,32,3,0.782167,0.005771,0.765633,0.011074,0.6579,0.01825,0.630933,0.028793,0.630933,0.028793,0.877833,0.01557,0.958633,0.015264,0.940933,117.1
roberta,sum,fb237_v1_ind,150,10,16,3,0.782167,0.005975,0.7631,0.0155,0.6527,0.0206,0.619933,0.036456,0.619933,0.036456,0.8906,0.017705,0.9667,0.0053,0.938267,167.4
roberta,sum,fb237_v1_ind,50,10,32,3,0.782,0.012689,0.7702,0.006767,0.651167,0.032657,0.637233,0.013439,0.637233,0.013439,0.888967,0.017864,0.963633,0.009319,0.940933,68.466667
roberta,sum,fb237_v1_ind,50,5,48,3,0.782,0.009382,0.769633,0.012536,0.651267,0.024213,0.629267,0.023737,0.629267,0.023737,0.9016,0.012407,0.963633,0.016574,0.9411,67.5
roberta,sum,fb237_v1_ind,175,1,64,3,0.7816,0.009714,0.765267,0.003467,0.650067,0.027863,0.626133,0.018373,0.626133,0.018373,0.8841,0.018652,0.965133,0.002854,0.9411,194.566667
roberta,sum,fb237_v1_ind,50,10,80,3,0.781533,0.015952,0.7801,0.007858,0.652733,0.034512,0.645033,0.01939,0.645033,0.01939,0.900067,0.0064,0.968333,0.007007,0.9411,68.4
roberta,sum,fb237_v1_ind,150,1,32,3,0.781433,0.008033,0.765433,0.003808,0.656733,0.025118,0.626133,0.018373,0.626133,0.018373,0.893533,0.026205,0.9572,0.008335,0.9411,169.7
roberta,sum,fb237_v1_ind,100,1,96,3,0.781267,0.0147,0.7696,0.012083,0.656367,0.036542,0.635633,0.024116,0.635633,0.024116,0.8904,0.026768,0.9492,0.012411,0.9411,122.166667
roberta,sum,fb237_v1_ind,150,1,96,3,0.7808,0.016668,0.758967,0.006207,0.653233,0.034341,0.621233,0.006189,0.621233,0.006189,0.876133,0.026635,0.954133,0.010462,0.9411,172.033333
roberta,sum,fb237_v1_ind,100,1,80,3,0.7803,0.013709,0.760967,0.011758,0.6579,0.033622,0.6213,0.024028,0.6213,0.024028,0.8857,0.019059,0.957133,0.008812,0.9411,120.333333
roberta,sum,fb237_v1_ind,75,1,96,3,0.780167,0.0203,0.766967,0.004106,0.652367,0.037952,0.6405,0.023444,0.6405,0.023444,0.872933,0.023537,0.9522,0.022651,0.9411,91.9
roberta,sum,fb237_v1_ind,100,10,32,3,0.780133,0.004735,0.7674,0.004957,0.651767,0.025062,0.6309,0.018489,0.6309,0.018489,0.884267,0.010441,0.9699,0.002816,0.938933,119.233333
roberta,sum,fb237_v1_ind,150,1,80,3,0.7799,0.012205,0.771267,0.005869,0.6529,0.033736,0.633933,0.009448,0.633933,0.009448,0.892033,0.016283,0.965067,0.01214,0.9411,171.866667
roberta,sum,fb237_v1_ind,50,1,80,3,0.7797,0.012229,0.755667,0.012964,0.657,0.024992,0.619733,0.023699,0.619733,0.023699,0.879433,0.011787,0.9492,0.012411,0.9411,67.966667
roberta,sum,fb237_v1_ind,125,1,96,3,0.779633,0.009903,0.771933,0.012342,0.649733,0.026414,0.6386,0.013286,0.6386,0.013286,0.887233,0.024871,0.961867,0.01015,0.9411,145.533333
roberta,sum,fb237_v1_ind,75,10,16,3,0.7796,0.007134,0.756833,0.015478,0.648,0.012676,0.616767,0.034873,0.616767,0.034873,0.876267,0.0116,0.9636,0.010573,0.940933,92.033333
roberta,sum,fb237_v1_ind,75,1,64,3,0.779567,0.009058,0.7601,0.010318,0.654467,0.02085,0.622833,0.024636,0.622833,0.024636,0.879433,0.022686,0.957133,0.009865,0.9411,92.7
roberta,sum,fb237_v1_ind,150,1,48,3,0.7795,0.009208,0.765667,0.006121,0.651467,0.02787,0.6308,0.0165,0.6308,0.0165,0.888867,0.02095,0.957233,0.004537,0.9411,168.266667
roberta,sum,fb237_v1_ind,175,1,96,3,0.7795,0.012539,0.7648,0.007049,0.658333,0.03062,0.627567,0.007493,0.627567,0.007493,0.882467,0.023335,0.9604,0.007158,0.9411,195.866667
roberta,sum,fb237_v1_ind,150,5,16,3,0.779333,0.009325,0.764967,0.016556,0.6503,0.022198,0.6295,0.032395,0.6295,0.032395,0.885967,0.006516,0.968333,0.007007,0.9411,165.933333
roberta,sum,fb237_v1_ind,125,1,64,3,0.7793,0.012053,0.765933,0.015084,0.655067,0.027855,0.632233,0.017609,0.632233,0.017609,0.880933,0.022622,0.9618,0.01485,0.9411,145.266667
roberta,sum,fb237_v1_ind,175,1,48,3,0.778933,0.014087,0.7646,0.00526,0.647733,0.03466,0.629233,0.00743,0.629233,0.00743,0.885567,0.030524,0.960333,0.003338,0.9411,196.366667
roberta,sum,fb237_v1_ind,75,1,48,3,0.777433,0.01412,0.764867,0.003958,0.6508,0.033159,0.624533,0.015937,0.624533,0.015937,0.8873,0.019622,0.9556,0.002858,0.9411,93.4
roberta,sum,fb237_v1_ind,200,1,32,3,0.7774,0.009093,0.765633,0.004891,0.649733,0.026414,0.6309,0.01538,0.6309,0.01538,0.881,0.018634,0.965133,0.00546,0.9411,211.933333
roberta,sum,fb237_v1_ind,175,1,32,3,0.777133,0.017279,0.766167,0.011988,0.6466,0.046935,0.6324,0.02929,0.6324,0.02929,0.881033,0.01145,0.961933,0.012738,0.9411,192.766667
roberta,sum,fb237_v1_ind,175,5,16,3,0.777133,0.011815,0.764233,0.011697,0.6463,0.028138,0.626233,0.031017,0.626233,0.031017,0.8951,0.02827,0.965033,0.010245,0.9406,187.5
roberta,sum,fb237_v1_ind,175,1,16,3,0.777067,0.008472,0.762933,0.015672,0.654633,0.018679,0.629467,0.036584,0.629467,0.036584,0.879467,0.020067,0.958733,0.006101,0.9411,192.466667
roberta,sum,fb237_v1_ind,50,5,32,3,0.777067,0.012968,0.761667,0.010312,0.6477,0.031264,0.627733,0.022022,0.627733,0.022022,0.8812,0.006458,0.9605,0.010309,0.9411,67.8
roberta,sum,fb237_v1_ind,125,5,16,3,0.776233,0.006786,0.766833,0.012266,0.6466,0.023826,0.627867,0.029583,0.627867,0.029583,0.892133,0.015821,0.9683,0.003214,0.9411,140.766667
roberta,sum,fb237_v1_ind,125,1,32,3,0.775667,0.007094,0.771,0.010567,0.646467,0.02795,0.6421,0.026136,0.6421,0.026136,0.877867,0.011471,0.9557,0.006514,0.9411,144.3
roberta,sum,fb237_v1_ind,50,10,16,3,0.775367,0.015927,0.762433,0.008173,0.6427,0.02261,0.623067,0.02525,0.623067,0.02525,0.890467,0.027818,0.9666,0.01005,0.9406,68.1
roberta,sum,fb237_v1_ind,125,1,48,3,0.775267,0.00608,0.765867,0.01305,0.6416,0.023882,0.6276,0.02462,0.6276,0.02462,0.887433,0.00446,0.966833,0.011925,0.9411,143.633333
roberta,sum,fb237_v1_ind,100,5,16,3,0.775,0.0006,0.779433,0.014523,0.639767,0.011795,0.653167,0.0243,0.653167,0.0243,0.890667,0.003958,0.965167,0.002237,0.9411,117.766667
roberta,sum,fb237_v1_ind,75,1,16,3,0.774867,0.008532,0.7552,0.011495,0.647933,0.018651,0.623033,0.022523,0.623033,0.022523,0.857267,0.010393,0.946067,0.00628,0.9411,92.166667
roberta,sum,fb237_v1_ind,50,5,16,3,0.7746,0.009506,0.760867,0.018085,0.646633,0.006565,0.624767,0.040496,0.624767,0.040496,0.879567,0.009473,0.954033,0.002774,0.9411,67.133333
roberta,sum,fb237_v1_ind,150,1,16,3,0.774133,0.006995,0.755867,0.019226,0.646833,0.016925,0.6169,0.040238,0.6169,0.040238,0.876267,0.0116,0.9589,0.014911,0.9411,166.566667
roberta,sum,fb237_v1_ind,75,1,80,3,0.773767,0.010893,0.761933,0.011146,0.650033,0.022882,0.6229,0.021441,0.6229,0.021441,0.8811,0.010607,0.950867,0.019293,0.9411,91.566667
roberta,sum,fb237_v1_ind,100,1,48,3,0.773333,0.013828,0.766633,0.003265,0.646067,0.037454,0.634,0.006758,0.634,0.006758,0.887333,0.013823,0.955667,0.006689,0.9411,120.333333
roberta,sum,fb237_v1_ind,125,1,16,3,0.772467,0.007537,0.758633,0.013877,0.642967,0.018804,0.624567,0.031014,0.624567,0.031014,0.877767,0.018699,0.957233,0.004537,0.9411,140.9
roberta,sum,fb237_v1_ind,100,1,32,3,0.772167,0.000971,0.768667,0.003121,0.6436,0.019403,0.6341,0.016072,0.6341,0.016072,0.8905,0.01434,0.9635,0.00607,0.9411,118.566667
roberta,sum,fb237_v1_ind,200,500,96,3,0.7718,0.022963,0.7654,0.021772,0.667067,0.035373,0.65,0.027635,0.65,0.027635,0.8512,0.032556,0.9477,0.005246,0.683,132
roberta,sum,fb237_v1_ind,50,1,96,3,0.771367,0.005359,0.752333,0.024402,0.644867,0.022144,0.623167,0.042712,0.623167,0.042712,0.855733,0.005876,0.9494,0.014835,0.9411,67.933333
roberta,sum,fb237_v1_ind,75,1,32,3,0.771233,0.010805,0.7702,0.012341,0.640133,0.032846,0.638667,0.021145,0.638667,0.021145,0.890533,0.01135,0.960333,0.003338,0.9411,94.4
roberta,sum,fb237_v1_ind,50,1,32,3,0.770933,0.002434,0.750833,0.011836,0.649767,0.013999,0.615067,0.019957,0.615067,0.019957,0.877933,0.004649,0.9414,0.011751,0.9411,68.833333
roberta,sum,fb237_v1_ind,175,500,96,3,0.7707,0.014221,0.762767,0.032109,0.661833,0.02215,0.648567,0.045119,0.648567,0.045119,0.8512,0.032556,0.9445,0.002848,0.682,117.566667
roberta,sum,fb237_v1_ind,100,1,16,3,0.7702,0.007902,0.768133,0.010015,0.640033,0.002974,0.6389,0.024105,0.6389,0.024105,0.881033,0.01145,0.960333,0.003338,0.9411,118.666667
roberta,sum,fb237_v1_ind,50,1,16,3,0.769867,0.008603,0.7524,0.01044,0.644733,0.026518,0.6184,0.030345,0.6184,0.030345,0.869867,0.017388,0.946,0.010693,0.9411,68.266667
roberta,sum,fb237_v1_ind,100,500,96,3,0.768533,0.019217,0.7625,0.029438,0.663767,0.032979,0.647,0.042191,0.647,0.042191,0.846467,0.037304,0.946133,0.002926,0.6748,72.933333
roberta,sum,fb237_v1_ind,75,500,80,3,0.768367,0.017396,0.756067,0.026005,0.658867,0.02651,0.640533,0.041466,0.640533,0.041466,0.8401,0.017425,0.9382,0.012561,0.669967,53.7
roberta,sum,fb237_v1_ind,75,500,96,3,0.768133,0.016875,0.7647,0.022906,0.658567,0.024724,0.653233,0.032738,0.653233,0.032738,0.854267,0.028111,0.947667,0.005262,0.677433,61.033333
roberta,sum,fb237_v1_ind,50,1,64,3,0.768,0.005151,0.758267,0.006,0.640067,0.004834,0.626133,0.018373,0.626133,0.018373,0.873133,0.007393,0.953933,0.010526,0.9411,67.633333
roberta,sum,fb237_v1_ind,50,500,96,3,0.7667,0.019673,0.761933,0.017211,0.653633,0.029763,0.648367,0.024877,0.648367,0.024877,0.843233,0.018995,0.944567,0.002082,0.6815,41.233333
roberta,sum,fb237_v1_ind,50,1,48,3,0.7662,0.008326,0.754067,0.005541,0.635167,0.003932,0.611767,0.006806,0.611767,0.006806,0.8858,0.006651,0.952467,0.012564,0.9411,68.1
roberta,sum,fb237_v1_ind,125,500,96,3,0.764967,0.015471,0.7584,0.029705,0.655433,0.025547,0.635933,0.044109,0.635933,0.044109,0.856,0.030524,0.943033,0.003802,0.673967,86.166667
roberta,sum,fb237_v1_ind,200,500,80,3,0.7606,0.021,0.757067,0.032617,0.6458,0.033079,0.642267,0.050563,0.642267,0.050563,0.835267,0.020424,0.941367,0.007145,0.6646,124.266667
roberta,sum,fb237_v1_ind,150,500,96,3,0.759133,0.020682,0.7562,0.017222,0.6459,0.033004,0.6356,0.02615,0.6356,0.02615,0.8368,0.024095,0.9477,0.000854,0.6751,98.433333
roberta,sum,fb237_v1_ind,150,500,80,3,0.758667,0.01615,0.7555,0.025729,0.6489,0.026291,0.642167,0.037981,0.642167,0.037981,0.8306,0.027716,0.9413,0.007674,0.663767,97.8
roberta,sum,fb237_v1_ind,125,500,80,3,0.755,0.021077,0.7498,0.030425,0.647367,0.031986,0.634233,0.042071,0.634233,0.042071,0.8321,0.030181,0.931867,0.007106,0.6619,80.066667
roberta,sum,fb237_v1_ind,100,500,80,3,0.7549,0.022969,0.7477,0.024915,0.641267,0.042021,0.626167,0.03565,0.626167,0.03565,0.8401,0.017222,0.938133,0.012844,0.664367,64.633333
roberta,sum,fb237_v1_ind,75,500,64,3,0.753733,0.024014,0.743533,0.024643,0.6407,0.038726,0.627833,0.04087,0.627833,0.04087,0.814733,0.023353,0.920733,0.013851,0.647367,47.966667
roberta,sum,fb237_v1_ind,175,500,80,3,0.753533,0.020555,0.755967,0.028719,0.641333,0.036631,0.6406,0.043887,0.6406,0.043887,0.841667,0.027654,0.936567,0.011097,0.663567,103.733333
roberta,sum,fb237_v1_ind,125,500,64,3,0.7526,0.016399,0.746267,0.024503,0.640667,0.028939,0.632733,0.041985,0.632733,0.041985,0.8226,0.011479,0.938233,0.003702,0.651567,71.766667
roberta,sum,fb237_v1_ind,50,500,80,3,0.752467,0.022155,0.756067,0.029579,0.6412,0.038193,0.639,0.042086,0.639,0.042086,0.844833,0.030062,0.936633,0.004693,0.663533,38.266667
roberta,sum,fb237_v1_ind,100,500,64,3,0.751,0.017311,0.745867,0.029319,0.637533,0.031235,0.6311,0.043808,0.6311,0.043808,0.825833,0.021506,0.931867,0.007106,0.650367,59.366667
roberta,sum,fb237_v1_ind,150,500,64,3,0.7507,0.016471,0.744,0.020659,0.637233,0.028,0.626267,0.027821,0.626267,0.027821,0.824267,0.019054,0.931867,0.007106,0.650033,84.733333
roberta,sum,fb237_v1_ind,200,500,64,3,0.747533,0.020807,0.740967,0.035162,0.6362,0.034506,0.6264,0.052753,0.6264,0.052753,0.816333,0.032371,0.9254,0.019634,0.644167,108.766667
roberta,sum,fb237_v1_ind,175,500,64,3,0.7447,0.020246,0.747833,0.031911,0.625967,0.032292,0.635833,0.050839,0.635833,0.050839,0.829067,0.022613,0.9365,0.017161,0.651867,97.166667
roberta,sum,fb237_v1_ind,50,500,64,3,0.744367,0.014939,0.741633,0.033875,0.625933,0.028101,0.621733,0.051599,0.621733,0.051599,0.8211,0.021052,0.9271,0.007125,0.650867,35.233333
roberta,sum,fb237_v1_ind,150,500,48,3,0.738233,0.009911,0.735133,0.028958,0.625767,0.019521,0.618433,0.047232,0.618433,0.047232,0.8132,0.020897,0.920833,0.011452,0.629767,84.033333
roberta,sum,fb237_v1_ind,175,500,48,3,0.737867,0.015595,0.738767,0.027482,0.621067,0.025795,0.6216,0.043239,0.6216,0.043239,0.8258,0.012831,0.9144,0.02073,0.632133,95.366667
roberta,sum,fb237_v1_ind,200,500,48,3,0.7353,0.003915,0.735467,0.033447,0.618433,0.008187,0.616967,0.051988,0.616967,0.051988,0.817933,0.019712,0.9223,0.01115,0.630967,105.866667
roberta,sum,fb237_v1_ind,125,500,48,3,0.7305,0.027527,0.734567,0.035989,0.615367,0.051116,0.620167,0.052863,0.620167,0.052863,0.8069,0.023022,0.9192,0.017013,0.619233,69.533333
roberta,sum,fb237_v1_ind,75,500,48,3,0.727633,0.016058,0.728067,0.039758,0.6096,0.027828,0.612333,0.059721,0.612333,0.059721,0.8085,0.027935,0.914367,0.012966,0.624133,46.066667
roberta,sum,fb237_v1_ind,100,500,48,3,0.726533,0.026502,0.7329,0.038821,0.606733,0.0422,0.6169,0.058538,0.6169,0.058538,0.810067,0.02679,0.9175,0.017303,0.6239,59.133333
roberta,sum,fb237_v1_ind,50,500,48,3,0.7259,0.020352,0.732433,0.034353,0.606533,0.035231,0.615333,0.053503,0.615333,0.053503,0.821167,0.020875,0.9096,0.013037,0.6266,34.766667
roberta,sum,fb237_v1_ind,100,500,32,3,0.714133,0.013509,0.715833,0.020761,0.5928,0.02571,0.596067,0.028991,0.596067,0.028991,0.7958,0.022242,0.9017,0.010454,0.597833,57.466667
roberta,sum,fb237_v1_ind,50,500,32,3,0.711467,0.023131,0.7172,0.025293,0.5882,0.033904,0.5993,0.035854,0.5993,0.035854,0.795833,0.026213,0.9033,0.004158,0.600333,33.366667
roberta,sum,fb237_v1_ind,75,500,32,3,0.711433,0.017603,0.7091,0.02707,0.5928,0.02571,0.586567,0.040257,0.586567,0.040257,0.794133,0.019387,0.904867,0.008505,0.596367,45.033333
roberta,sum,fb237_v1_ind,150,500,32,3,0.710867,0.014446,0.715367,0.026702,0.592667,0.017578,0.597833,0.038689,0.597833,0.038689,0.8005,0.018018,0.904867,0.008505,0.593867,81.266667
roberta,sum,fb237_v1_ind,200,500,32,3,0.7087,0.013053,0.711333,0.025004,0.584633,0.02636,0.5851,0.037194,0.5851,0.037194,0.7989,0.019502,0.9112,0.010417,0.5952,104.166667
roberta,sum,fb237_v1_ind,125,500,32,3,0.706467,0.022427,0.719067,0.030575,0.578567,0.0433,0.600967,0.051049,0.600967,0.051049,0.802167,0.022927,0.896867,0.012439,0.5977,68.533333
roberta,sum,fb237_v1_ind,175,500,32,3,0.704033,0.013204,0.701967,0.028601,0.585933,0.022058,0.577033,0.045315,0.577033,0.045315,0.795833,0.026213,0.896867,0.013042,0.591,92.633333
roberta,sum,fb237_v1_ind,175,500,16,3,0.666633,0.023589,0.665567,0.017057,0.536967,0.038712,0.537333,0.025783,0.537333,0.025783,0.754667,0.029226,0.87,0.011358,0.5383,91.866667
roberta,sum,fb237_v1_ind,125,500,16,3,0.6641,0.034344,0.663733,0.0269,0.544033,0.054244,0.537433,0.03745,0.537433,0.03745,0.7482,0.027373,0.8717,0.007355,0.542133,67.866667
roberta,sum,fb237_v1_ind,150,500,16,3,0.6622,0.029685,0.672967,0.02757,0.542067,0.04164,0.550067,0.03288,0.550067,0.03288,0.760967,0.031658,0.8748,0.007024,0.543967,80.333333
roberta,sum,fb237_v1_ind,100,500,16,3,0.658967,0.022107,0.661467,0.010944,0.531667,0.034661,0.530933,0.011155,0.530933,0.011155,0.7497,0.017486,0.874933,0.018082,0.543367,56.366667
