model,aggregation,version,k,lambda,bias,seed,valid_acc,test_acc,train_acc,valid_mrr,test_mrr,hits_1,hits_3,hits_10,train_time,convergence
roberta,sum,fb237_v2_ind_seed7009,175,500.0,64,7009,0.6467,0.6185,0.6789,0.7667,0.7405,0.6185,0.8362,0.9397,273.9,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,175,500.0,80,7001,0.6486,0.6567,0.6742,0.7714,0.7661,0.6567,0.8465,0.951,303.5,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7005,175,500.0,80,7005,0.6611,0.6597,0.6902,0.7754,0.7795,0.6597,0.8761,0.9622,290.2,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7009,175,500.0,80,7009,0.6467,0.6207,0.6881,0.7693,0.7459,0.6207,0.847,0.944,295.1,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7001,175,500.0,96,7001,0.6377,0.661,0.7016,0.7698,0.7796,0.661,0.8785,0.9552,327.2,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v2_ind_seed7005,175,500.0,96,7005,0.6611,0.6555,0.695,0.7759,0.7787,0.6555,0.8782,0.9622,326.6,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7009,175,500.0,96,7009,0.6467,0.6207,0.6974,0.7711,0.7466,0.6207,0.8491,0.9418,322.4,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v2_ind_seed7001,175,1000.0,16,7001,0.5184,0.5203,0.4938,0.6361,0.6374,0.5203,0.7058,0.838,186.3,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v2_ind_seed7005,175,1000.0,16,7005,0.4905,0.5063,0.4941,0.612,0.6255,0.5063,0.6996,0.8487,183.6,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7009,175,1000.0,16,7009,0.5118,0.4763,0.4984,0.6293,0.5991,0.4763,0.6659,0.8103,185.1,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v2_ind_seed7001,175,1000.0,32,7001,0.5315,0.5522,0.5223,0.6606,0.6668,0.5522,0.7356,0.8699,182.8,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7005,175,1000.0,32,7005,0.52,0.5462,0.5325,0.6485,0.6689,0.5462,0.7542,0.8655,183.2,Reach max iteration 50 | best_iter=32
roberta,sum,fb237_v2_ind_seed7009,175,1000.0,32,7009,0.5268,0.5172,0.5285,0.6503,0.6359,0.5172,0.7047,0.8427,184.8,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v2_ind_seed7001,175,1000.0,48,7001,0.551,0.5778,0.5569,0.6854,0.6972,0.5778,0.7761,0.887,186.8,Reach max iteration 50 | best_iter=19
roberta,sum,fb237_v2_ind_seed7005,175,1000.0,48,7005,0.5347,0.5483,0.5501,0.6624,0.6799,0.5483,0.7773,0.8824,189.5,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7009,175,1000.0,48,7009,0.5375,0.5366,0.5674,0.6696,0.6621,0.5366,0.7392,0.8772,187.2,Reach max iteration 50 | best_iter=15
roberta,sum,fb237_v2_ind_seed7001,175,1000.0,64,7001,0.5727,0.597,0.568,0.7017,0.7096,0.597,0.7846,0.8913,190.7,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7005,175,1000.0,64,7005,0.5558,0.5735,0.5651,0.6813,0.7015,0.5735,0.7899,0.9076,192.1,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v2_ind_seed7009,175,1000.0,64,7009,0.5396,0.5302,0.5631,0.6734,0.663,0.5302,0.7543,0.8793,192.0,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7001,175,1000.0,80,7001,0.577,0.6013,0.5827,0.7113,0.72,0.6013,0.8102,0.9104,210.3,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v2_ind_seed7005,175,1000.0,80,7005,0.5621,0.5924,0.5834,0.6931,0.7181,0.5924,0.813,0.9202,228.3,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7009,175,1000.0,80,7009,0.5803,0.5409,0.5914,0.703,0.6743,0.5409,0.7694,0.9138,216.2,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v2_ind_seed7001,175,1000.0,96,7001,0.5922,0.6162,0.5961,0.7215,0.7316,0.6162,0.8102,0.9168,240.5,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v2_ind_seed7005,175,1000.0,96,7005,0.5874,0.5945,0.596,0.7107,0.7244,0.5945,0.8256,0.9244,223.0,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7009,175,1000.0,96,7009,0.5739,0.5409,0.591,0.7,0.6792,0.5409,0.7737,0.9116,233.9,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v2_ind_seed7001,200,1.0,16,7001,0.6009,0.6141,0.9154,0.7503,0.7529,0.6141,0.8699,0.9659,433.5,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v2_ind_seed7005,200,1.0,16,7005,0.64,0.605,0.8809,0.7668,0.7444,0.605,0.855,0.9559,430.8,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7009,200,1.0,16,7009,0.5567,0.5711,0.9147,0.7215,0.7213,0.5711,0.8427,0.9504,421.1,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v2_ind_seed7001,200,1.0,32,7001,0.6095,0.6034,0.9154,0.7553,0.7484,0.6034,0.8763,0.9659,441.7,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v2_ind_seed7005,200,1.0,32,7005,0.6316,0.6113,0.9123,0.7683,0.7538,0.6113,0.8761,0.9538,429.1,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7009,200,1.0,32,7009,0.5675,0.5819,0.914,0.7216,0.7298,0.5819,0.8707,0.9418,434.5,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7001,200,1.0,48,7001,0.603,0.6013,0.9154,0.7481,0.7482,0.6013,0.8827,0.951,436.4,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7005,200,1.0,48,7005,0.6189,0.6113,0.9123,0.759,0.7568,0.6113,0.8908,0.9517,427.8,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7009,200,1.0,48,7009,0.5739,0.5905,0.8705,0.7307,0.7314,0.5905,0.8405,0.9397,436.0,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7001,200,1.0,64,7001,0.6269,0.6226,0.9034,0.7677,0.7555,0.6226,0.8614,0.9595,434.0,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7005,200,1.0,64,7005,0.64,0.6218,0.8872,0.7705,0.7568,0.6218,0.8782,0.958,427.5,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7009,200,1.0,64,7009,0.5803,0.5797,0.8637,0.7256,0.7217,0.5797,0.8362,0.9246,435.2,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7001,200,1.0,80,7001,0.6226,0.6013,0.9058,0.7621,0.7491,0.6013,0.887,0.9659,440.4,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7005,200,1.0,80,7005,0.6463,0.6197,0.9015,0.7754,0.7593,0.6197,0.8824,0.9538,438.3,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7009,200,1.0,80,7009,0.5739,0.5733,0.9144,0.7324,0.7258,0.5733,0.8621,0.9483,427.4,Reach max iteration 50 | best_iter=44
roberta,sum,fb237_v2_ind_seed7001,200,1.0,96,7001,0.6269,0.6333,0.8075,0.7548,0.756,0.6333,0.8614,0.9488,443.3,Reach max iteration 50 | best_iter=2
roberta,sum,fb237_v2_ind_seed7005,200,1.0,96,7005,0.6274,0.6092,0.9123,0.7643,0.754,0.6092,0.8824,0.958,428.7,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7009,200,1.0,96,7009,0.576,0.5711,0.9144,0.7372,0.7237,0.5711,0.8513,0.9504,441.5,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7001,200,5.0,16,7001,0.6226,0.6205,0.9152,0.7671,0.7585,0.6205,0.8849,0.968,420.7,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7005,200,5.0,16,7005,0.6379,0.5945,0.9121,0.773,0.7467,0.5945,0.8908,0.9538,419.2,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7009,200,5.0,16,7009,0.5567,0.5603,0.9142,0.7206,0.7215,0.5603,0.8578,0.9461,401.9,Reach max iteration 50 | best_iter=21
roberta,sum,fb237_v2_ind_seed7001,200,5.0,32,7001,0.6269,0.6098,0.9154,0.7685,0.7553,0.6098,0.8955,0.9616,424.1,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v2_ind_seed7005,200,5.0,32,7005,0.6442,0.6176,0.9121,0.7792,0.7634,0.6176,0.8929,0.9706,417.8,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v2_ind_seed7009,200,5.0,32,7009,0.5803,0.5711,0.9144,0.7382,0.7229,0.5711,0.847,0.9547,425.7,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,200,5.0,48,7001,0.6312,0.6247,0.9152,0.7727,0.7628,0.6247,0.8806,0.9595,436.0,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v2_ind_seed7005,200,5.0,48,7005,0.6463,0.6197,0.9121,0.7804,0.7677,0.6197,0.9013,0.9664,425.5,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7009,200,5.0,48,7009,0.5717,0.5733,0.9142,0.7347,0.7299,0.5733,0.8664,0.9547,422.8,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v2_ind_seed7001,200,5.0,64,7001,0.6247,0.6183,0.9154,0.7697,0.7653,0.6183,0.9062,0.968,431.4,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v2_ind_seed7005,200,5.0,64,7005,0.6421,0.6218,0.9121,0.7784,0.767,0.6218,0.9097,0.9664,422.5,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7009,200,5.0,64,7009,0.5889,0.5819,0.9142,0.7444,0.7336,0.5819,0.8621,0.9569,430.1,Reach max iteration 50 | best_iter=36
roberta,sum,fb237_v2_ind_seed7001,200,5.0,80,7001,0.6182,0.6226,0.9154,0.7664,0.7665,0.6226,0.8977,0.9701,434.7,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v2_ind_seed7005,200,5.0,80,7005,0.6505,0.6155,0.9121,0.7816,0.7642,0.6155,0.895,0.9664,433.0,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v2_ind_seed7009,200,5.0,80,7009,0.5931,0.5862,0.914,0.7492,0.7372,0.5862,0.8728,0.9418,425.6,Reach max iteration 50 | best_iter=24
roberta,sum,fb237_v2_ind_seed7001,200,5.0,96,7001,0.6226,0.6205,0.9152,0.7656,0.7627,0.6205,0.8849,0.9616,446.9,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v2_ind_seed7005,200,5.0,96,7005,0.6463,0.6092,0.9121,0.7781,0.7617,0.6092,0.9055,0.9664,423.8,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7009,200,5.0,96,7009,0.5889,0.5862,0.9142,0.7494,0.7354,0.5862,0.8599,0.9569,435.4,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v2_ind_seed7001,200,10.0,16,7001,0.6247,0.6226,0.9106,0.7669,0.7636,0.6226,0.8977,0.9701,416.7,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,200,10.0,16,7005,0.6484,0.6029,0.9119,0.7796,0.7553,0.6029,0.8971,0.9517,416.1,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v2_ind_seed7009,200,10.0,16,7009,0.5675,0.5711,0.914,0.7333,0.7272,0.5711,0.8621,0.9483,420.5,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7001,200,10.0,32,7001,0.6247,0.6013,0.8849,0.7715,0.7491,0.6013,0.8806,0.9574,420.3,Reach max iteration 50 | best_iter=3
roberta,sum,fb237_v2_ind_seed7005,200,10.0,32,7005,0.6547,0.6155,0.9119,0.7856,0.7645,0.6155,0.8992,0.9643,416.6,Reach max iteration 50 | best_iter=18
roberta,sum,fb237_v2_ind_seed7009,200,10.0,32,7009,0.5889,0.5754,0.914,0.7488,0.7329,0.5754,0.8685,0.9547,421.8,Reach max iteration 50 | best_iter=38
roberta,sum,fb237_v2_ind_seed7001,200,10.0,48,7001,0.6334,0.6226,0.9149,0.7747,0.7649,0.6226,0.8913,0.9723,435.8,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7005,200,10.0,48,7005,0.6526,0.6197,0.9102,0.7865,0.7694,0.6197,0.9034,0.9706,417.0,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7009,200,10.0,48,7009,0.5867,0.5797,0.9135,0.7485,0.735,0.5797,0.8707,0.9569,418.9,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v2_ind_seed7001,200,10.0,64,7001,0.6226,0.6205,0.9149,0.7709,0.7673,0.6205,0.8934,0.968,431.7,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v2_ind_seed7005,200,10.0,64,7005,0.6568,0.6197,0.9119,0.7873,0.7685,0.6197,0.9076,0.9706,424.5,Reach max iteration 50 | best_iter=39
roberta,sum,fb237_v2_ind_seed7009,200,10.0,64,7009,0.5974,0.5905,0.9135,0.7509,0.7418,0.5905,0.8707,0.9547,415.5,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v2_ind_seed7001,200,10.0,80,7001,0.6247,0.6205,0.9149,0.7724,0.7676,0.6205,0.9041,0.9744,422.2,Reach max iteration 50 | best_iter=42
roberta,sum,fb237_v2_ind_seed7005,200,10.0,80,7005,0.6589,0.6282,0.9119,0.7872,0.772,0.6282,0.9055,0.9664,421.9,Reach max iteration 50 | best_iter=34
roberta,sum,fb237_v2_ind_seed7009,200,10.0,80,7009,0.5953,0.5905,0.9137,0.7505,0.7417,0.5905,0.8836,0.9504,429.6,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v2_ind_seed7001,200,10.0,96,7001,0.6226,0.6205,0.9149,0.7669,0.7678,0.6205,0.9062,0.9701,427.7,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7005,200,10.0,96,7005,0.6526,0.6113,0.9119,0.784,0.7646,0.6113,0.9034,0.9664,427.6,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7009,200,10.0,96,7009,0.5953,0.597,0.9132,0.7547,0.7447,0.597,0.8599,0.9547,442.1,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7001,200,50.0,16,7001,0.6594,0.6418,0.888,0.7941,0.7803,0.6418,0.9062,0.9765,432.2,Reach max iteration 50 | best_iter=22
roberta,sum,fb237_v2_ind_seed7005,200,50.0,16,7005,0.6716,0.6261,0.8809,0.7978,0.7714,0.6261,0.9097,0.9622,422.3,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v2_ind_seed7009,200,50.0,16,7009,0.6146,0.6228,0.8664,0.765,0.7618,0.6228,0.8836,0.9655,408.2,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7001,200,50.0,32,7001,0.6529,0.6588,0.8683,0.792,0.7919,0.6588,0.9104,0.9787,433.7,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7005,200,50.0,32,7005,0.6926,0.6702,0.8541,0.8102,0.8008,0.6702,0.9244,0.9748,418.9,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7009,200,50.0,32,7009,0.6146,0.6379,0.8645,0.7698,0.7721,0.6379,0.8836,0.9741,427.0,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7001,200,50.0,48,7001,0.6703,0.6631,0.845,0.8001,0.7896,0.6631,0.8955,0.9701,430.7,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7005,200,50.0,48,7005,0.6821,0.6576,0.8906,0.8041,0.7937,0.6576,0.9265,0.9769,426.6,Reach max iteration 50 | best_iter=45
roberta,sum,fb237_v2_ind_seed7009,200,50.0,48,7009,0.6103,0.6272,0.8981,0.7679,0.7651,0.6272,0.8793,0.9698,423.4,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,200,50.0,64,7001,0.6681,0.6482,0.8633,0.7977,0.7875,0.6482,0.9168,0.9787,424.0,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7005,200,50.0,64,7005,0.6926,0.6576,0.8669,0.8117,0.7958,0.6576,0.9328,0.9811,421.8,Reach max iteration 50 | best_iter=9
roberta,sum,fb237_v2_ind_seed7009,200,50.0,64,7009,0.6253,0.6207,0.8575,0.7729,0.7604,0.6207,0.8728,0.9655,423.4,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7001,200,50.0,80,7001,0.6703,0.6546,0.8573,0.8001,0.787,0.6546,0.9211,0.9829,437.5,Reach max iteration 50 | best_iter=4
roberta,sum,fb237_v2_ind_seed7005,200,50.0,80,7005,0.6989,0.6618,0.8544,0.8145,0.7937,0.6618,0.9202,0.9811,438.8,Reach max iteration 50 | best_iter=5
roberta,sum,fb237_v2_ind_seed7009,200,50.0,80,7009,0.6167,0.6401,0.8676,0.7702,0.7718,0.6401,0.8772,0.9763,426.8,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7001,200,50.0,96,7001,0.6638,0.6482,0.8753,0.7978,0.7876,0.6482,0.9211,0.9765,413.2,Reach max iteration 50 | best_iter=13
roberta,sum,fb237_v2_ind_seed7005,200,50.0,96,7005,0.6842,0.6723,0.8838,0.8063,0.8008,0.6723,0.9244,0.9769,428.9,Reach max iteration 50 | best_iter=16
roberta,sum,fb237_v2_ind_seed7009,200,50.0,96,7009,0.6338,0.6379,0.8683,0.7765,0.7681,0.6379,0.8793,0.9634,417.4,Reach max iteration 50 | best_iter=7
roberta,sum,fb237_v2_ind_seed7001,200,100.0,16,7001,0.6768,0.6695,0.8152,0.8031,0.7958,0.6695,0.9041,0.9829,425.3,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7005,200,100.0,16,7005,0.6947,0.6702,0.8116,0.8076,0.8004,0.6702,0.9286,0.9748,414.3,Reach max iteration 50 | best_iter=17
roberta,sum,fb237_v2_ind_seed7009,200,100.0,16,7009,0.6445,0.6228,0.8234,0.7804,0.763,0.6228,0.875,0.9741,419.4,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v2_ind_seed7001,200,100.0,32,7001,0.6811,0.6716,0.8268,0.8058,0.7995,0.6716,0.9168,0.9872,430.9,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v2_ind_seed7005,200,100.0,32,7005,0.6989,0.6933,0.8213,0.8136,0.8128,0.6933,0.9223,0.9769,438.5,Reach max iteration 50 | best_iter=25
roberta,sum,fb237_v2_ind_seed7009,200,100.0,32,7009,0.6595,0.6379,0.8296,0.7947,0.7743,0.6379,0.8879,0.9677,430.4,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v2_ind_seed7001,200,100.0,48,7001,0.6811,0.6802,0.8366,0.8066,0.8064,0.6802,0.9232,0.9808,431.1,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v2_ind_seed7005,200,100.0,48,7005,0.7011,0.6891,0.8314,0.8164,0.8109,0.6891,0.9244,0.9769,438.0,Reach max iteration 50 | best_iter=33
roberta,sum,fb237_v2_ind_seed7009,200,100.0,48,7009,0.6445,0.6379,0.8407,0.7845,0.7726,0.6379,0.8901,0.972,440.5,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7001,200,100.0,64,7001,0.6898,0.6652,0.8032,0.8113,0.796,0.6652,0.9104,0.9787,425.7,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,200,100.0,64,7005,0.7074,0.6807,0.8145,0.8166,0.8067,0.6807,0.9307,0.9832,427.7,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v2_ind_seed7009,200,100.0,64,7009,0.6338,0.6466,0.8464,0.7769,0.7757,0.6466,0.8815,0.9763,436.6,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7001,200,100.0,80,7001,0.6898,0.6759,0.8244,0.8128,0.8025,0.6759,0.919,0.9851,432.6,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,200,100.0,80,7005,0.7158,0.6891,0.8387,0.8236,0.8107,0.6891,0.9244,0.979,416.6,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7009,200,100.0,80,7009,0.6445,0.6422,0.8455,0.7829,0.7757,0.6422,0.8815,0.9741,438.6,Reach max iteration 50 | best_iter=11
roberta,sum,fb237_v2_ind_seed7001,200,100.0,96,7001,0.6746,0.6802,0.8188,0.806,0.806,0.6802,0.9211,0.9851,437.1,Reach max iteration 50 | best_iter=6
roberta,sum,fb237_v2_ind_seed7005,200,100.0,96,7005,0.7053,0.6723,0.8401,0.8206,0.8026,0.6723,0.9223,0.9811,430.6,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7009,200,100.0,96,7009,0.6467,0.6466,0.8556,0.783,0.7771,0.6466,0.8815,0.9655,425.1,Reach max iteration 50 | best_iter=43
roberta,sum,fb237_v2_ind_seed7001,200,500.0,16,7001,0.6074,0.6055,0.6045,0.7337,0.7267,0.6055,0.8188,0.919,211.3,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7005,200,500.0,16,7005,0.5937,0.5966,0.6078,0.717,0.7289,0.5966,0.8382,0.9286,209.1,Reach max iteration 50 | best_iter=28
roberta,sum,fb237_v2_ind_seed7009,200,500.0,16,7009,0.5867,0.5603,0.6193,0.7141,0.6927,0.5603,0.7953,0.9138,216.5,Reach max iteration 50 | best_iter=50
roberta,sum,fb237_v2_ind_seed7001,200,500.0,32,7001,0.6269,0.6588,0.6487,0.7559,0.7666,0.6588,0.8443,0.9531,226.5,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7005,200,500.0,32,7005,0.6253,0.645,0.6513,0.7456,0.7639,0.645,0.8634,0.9433,223.0,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7009,200,500.0,32,7009,0.6253,0.597,0.6513,0.7452,0.7232,0.597,0.8125,0.931,235.6,Reach max iteration 50 | best_iter=40
roberta,sum,fb237_v2_ind_seed7001,200,500.0,48,7001,0.6356,0.6567,0.673,0.763,0.7678,0.6567,0.8529,0.9531,286.7,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7005,200,500.0,48,7005,0.6442,0.6555,0.6682,0.7605,0.7727,0.6555,0.8655,0.9538,281.6,Reach max iteration 50 | best_iter=34
roberta,sum,fb237_v2_ind_seed7009,200,500.0,48,7009,0.636,0.6056,0.6698,0.7609,0.7306,0.6056,0.8254,0.9289,289.2,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7001,200,500.0,64,7001,0.6399,0.6567,0.6713,0.7658,0.7688,0.6567,0.8486,0.9595,294.7,Reach max iteration 50 | best_iter=8
roberta,sum,fb237_v2_ind_seed7005,200,500.0,64,7005,0.6442,0.6597,0.6788,0.7605,0.7779,0.6597,0.8718,0.9559,287.5,Reach max iteration 50 | best_iter=30
roberta,sum,fb237_v2_ind_seed7009,200,500.0,64,7009,0.6424,0.6056,0.6876,0.7623,0.7373,0.6056,0.8427,0.9375,296.2,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7001,200,500.0,80,7001,0.6399,0.6738,0.6896,0.7702,0.7842,0.6738,0.8742,0.9552,327.0,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7005,200,500.0,80,7005,0.6547,0.6555,0.6808,0.7702,0.775,0.6555,0.8592,0.9643,354.5,Reach max iteration 50 | best_iter=10
roberta,sum,fb237_v2_ind_seed7009,200,500.0,80,7009,0.6488,0.6315,0.6936,0.7707,0.7513,0.6315,0.8513,0.9397,329.3,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7001,200,500.0,96,7001,0.6377,0.661,0.7016,0.7694,0.7802,0.661,0.8785,0.9574,359.9,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7005,200,500.0,96,7005,0.6484,0.6534,0.695,0.7701,0.7761,0.6534,0.8803,0.9622,356.2,Reach max iteration 50 | best_iter=26
roberta,sum,fb237_v2_ind_seed7009,200,500.0,96,7009,0.651,0.6315,0.6953,0.7733,0.753,0.6315,0.8491,0.944,345.5,Reach max iteration 50 | best_iter=27
roberta,sum,fb237_v2_ind_seed7001,200,1000.0,16,7001,0.4946,0.5203,0.4825,0.6195,0.6365,0.5203,0.7036,0.838,207.8,Reach max iteration 50 | best_iter=35
roberta,sum,fb237_v2_ind_seed7005,200,1000.0,16,7005,0.4842,0.5084,0.5016,0.6105,0.6315,0.5084,0.7059,0.8529,204.9,Reach max iteration 50 | best_iter=46
roberta,sum,fb237_v2_ind_seed7009,200,1000.0,16,7009,0.5075,0.4698,0.4929,0.6246,0.5964,0.4698,0.6681,0.8082,207.6,Reach max iteration 50 | best_iter=23
roberta,sum,fb237_v2_ind_seed7001,200,1000.0,32,7001,0.5488,0.5565,0.536,0.6753,0.6779,0.5565,0.7655,0.8849,206.8,Reach max iteration 50 | best_iter=49
roberta,sum,fb237_v2_ind_seed7005,200,1000.0,32,7005,0.5137,0.5441,0.5305,0.6419,0.6687,0.5441,0.7521,0.8634,207.8,Reach max iteration 50 | best_iter=47
roberta,sum,fb237_v2_ind_seed7009,200,1000.0,32,7009,0.5203,0.4957,0.5234,0.6463,0.6206,0.4957,0.7004,0.8362,206.2,Reach max iteration 50 | best_iter=41
roberta,sum,fb237_v2_ind_seed7001,200,1000.0,48,7001,0.5597,0.5757,0.5476,0.6935,0.6952,0.5757,0.7846,0.8806,211.1,Reach max iteration 50 | best_iter=20
roberta,sum,fb237_v2_ind_seed7005,200,1000.0,48,7005,0.5347,0.5462,0.5528,0.6631,0.678,0.5462,0.7689,0.8761,210.8,Reach max iteration 50 | best_iter=29
roberta,sum,fb237_v2_ind_seed7009,200,1000.0,48,7009,0.5418,0.5216,0.5542,0.6698,0.6491,0.5216,0.7284,0.8621,209.8,Reach max iteration 50 | best_iter=31
roberta,sum,fb237_v2_ind_seed7001,200,1000.0,64,7001,0.5531,0.58,0.5605,0.6916,0.7019,0.58,0.791,0.8849,214.4,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7005,200,1000.0,64,7005,0.5453,0.5588,0.5496,0.6731,0.6924,0.5588,0.7899,0.8971,214.2,Reach max iteration 50 | best_iter=48
roberta,sum,fb237_v2_ind_seed7009,200,1000.0,64,7009,0.5589,0.5409,0.5773,0.6835,0.6674,0.5409,0.7543,0.903,215.1,Reach max iteration 50 | best_iter=12
roberta,sum,fb237_v2_ind_seed7001,200,1000.0,80,7001,0.5748,0.5991,0.5824,0.708,0.7185,0.5991,0.8081,0.9147,237.7,Reach max iteration 50 | best_iter=14
roberta,sum,fb237_v2_ind_seed7005,200,1000.0,80,7005,0.5663,0.5798,0.5786,0.6912,0.707,0.5798,0.7962,0.9139,222.0,Reach max iteration 50 | best_iter=25
